 ,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,42,2023-05-23,420007666,4,30214.0,"LENTE CR AR 1.56 CIL ACIMA DE 200 ATE -5,00",1,150.0,,
,42,2023-05-23,420007665,1,362221.0,LENTE CR LED BLUE PRONTA,1,212.5,,
,42,2023-05-23,420007665,2,362221.0,LENTE CR LED BLUE PRONTA,1,212.5,,
X,42,2023-05-23,420007664,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,125.0,,
X,42,2023-05-23,420007664,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,125.0,,
,42,2023-05-23,420007663,1,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,550.0,,
,42,2023-05-23,420007663,2,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,550.0,,
,42,2023-05-23,420007663,3,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,550.0,,
,42,2023-05-23,420007663,4,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,550.0,,
,42,2023-05-23,420007662,1,30211.0,LENTE BALUX FOTO DIGITAL CR,1,562.5,,
,42,2023-05-23,420007662,2,30211.0,LENTE BALUX FOTO DIGITAL CR,1,562.5,,
,42,2023-05-23,420007661,1,30011.0,LENTE MULTIFOCAL CR INCOLOR -IN,1,200.0,,
,42,2023-05-23,420007661,2,30011.0,LENTE MULTIFOCAL CR INCOLOR -IN,1,200.0,,
X,42,2023-05-23,420007660,1,364762.0,"LENTE MULTIFOCAL FOTO AR PRONTA ATÉ+3,00 ESF AD3",1,275.0,,
X,42,2023-05-23,420007660,2,364762.0,"LENTE MULTIFOCAL FOTO AR PRONTA ATÉ+3,00 ESF AD3",1,275.0,,
,42,2023-05-23,420007659,1,362221.0,LENTE CR LED BLUE PRONTA,1,300.0,,
,42,2023-05-23,420007659,2,362221.0,LENTE CR LED BLUE PRONTA,1,300.0,,
,42,2023-05-22,420007658,1,362221.0,LENTE CR LED BLUE PRONTA,1,475.0,,
,42,2023-05-22,420007658,2,362221.0,LENTE CR LED BLUE PRONTA,1,475.0,,
X,42,2023-05-22,420007657,1,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,375.0,,
X,42,2023-05-22,420007657,2,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,375.0,,
,42,2023-05-22,420007656,1,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I,1,300.0,,
,42,2023-05-22,420007656,2,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I,1,300.0,,
,42,2023-05-22,420007656,3,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,150.0,,
,42,2023-05-22,420007656,4,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,150.0,,
X,42,2023-05-20,420007655,1,361826.0,ARMAÇÃO,1,179.99,,
,42,2023-05-20,420007655,2,361826.0,ARMAÇÃO,1,300.0,,
,42,2023-05-20,420007654,1,359196.0,LENTE AMPLUS 1.50 NO-RISK-INC,1,800.0,,
,42,2023-05-20,420007654,2,359196.0,LENTE AMPLUS 1.50 NO-RISK-INC,1,800.0,,
,42,2023-05-20,420007653,1,362221.0,LENTE CR LED BLUE PRONTA,1,275.0,,
,42,2023-05-20,420007653,2,362221.0,LENTE CR LED BLUE PRONTA,1,275.0,,
X,42,2023-05-19,420007652,1,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,225.0,,
X,42,2023-05-19,420007652,2,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,225.0,,
,42,2023-05-19,420007651,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,200.0,,
,42,2023-05-19,420007651,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,200.0,,
,42,2023-05-18,420007650,1,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,400.0,,
,42,2023-05-18,420007650,2,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,400.0,,
,42,2023-05-18,420007649,1,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,400.0,,
,42,2023-05-18,420007649,2,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,400.0,,
,42,2023-05-18,420007648,1,371332.0,LENTE FOTOSSENSIVEL BLUE UV CIL ACIMA 2,1,300.0,,
,42,2023-05-18,420007648,2,371332.0,LENTE FOTOSSENSIVEL BLUE UV CIL ACIMA 2,1,300.0,,
,42,2023-05-17,420007647,1,371331.0,"LENTE FOTOSSENSIVEL BLUE UV -4,00 + 3,00 ESF CIL 2",1,425.0,,
,42,2023-05-17,420007647,2,371331.0,"LENTE FOTOSSENSIVEL BLUE UV -4,00 + 3,00 ESF CIL 2",1,425.0,,
,42,2023-05-17,420007646,1,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,300.0,,
,42,2023-05-17,420007646,2,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,300.0,,
X,42,2023-05-16,420007645,1,361838.0,PASSAGEM DE LENTE PRONTA,1,0.01,,
,42,2023-05-16,420007645,2,361838.0,PASSAGEM DE LENTE PRONTA,1,70.0,,
,42,2023-05-16,420007644,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,225.0,,
,42,2023-05-16,420007644,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,225.0,,
,42,2023-05-16,420007643,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,210.0,,
,42,2023-05-16,420007643,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,210.0,,
,42,2023-05-16,420007642,1,356288.0,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,750.0,,
,42,2023-05-16,420007642,2,356288.0,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,750.0,,
,42,2023-05-15,420007641,1,30002.0,LENTE TRANSITIONS SURF - CIN,1,700.0,,
,42,2023-05-15,420007641,2,30002.0,LENTE TRANSITIONS SURF - CIN,1,700.0,,
,42,2023-05-15,420007640,1,370610.0,SOLDA GARANTIA,1,50.0,,
,42,2023-05-15,420007639,1,362221.0,LENTE CR LED BLUE PRONTA,1,325.0,,
,42,2023-05-15,420007639,2,362221.0,LENTE CR LED BLUE PRONTA,1,325.0,,
,42,2023-05-15,420007638,1,370610.0,SOLDA GARANTIA,1,0.01,,
,42,2023-05-15,420007637,1,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I,1,300.0,,
,42,2023-05-15,420007637,2,40006.0,LENTE MULTIFOCAL CR INCOLOR ANT-REFLEXO - I,1,300.0,,
,42,2023-05-15,420007636,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,225.0,,
,42,2023-05-15,420007636,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,225.0,,
,42,2023-05-13,420007635,1,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,125.0,,
,42,2023-05-13,420007635,2,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,125.0,,
,42,2023-05-13,420007635,3,364762.0,"LENTE MULTIFOCAL FOTO AR PRONTA ATÉ+3,00 ESF AD3",1,245.0,,
,42,2023-05-13,420007635,4,364762.0,"LENTE MULTIFOCAL FOTO AR PRONTA ATÉ+3,00 ESF AD3",1,245.0,,
,42,2023-05-13,420007634,1,362221.0,LENTE CR LED BLUE PRONTA,1,225.0,,
,42,2023-05-13,420007634,2,362221.0,LENTE CR LED BLUE PRONTA,1,225.0,,
,42,2023-05-12,420007633,1,356288.0,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,650.0,,
,42,2023-05-12,420007633,2,356288.0,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,650.0,,
,42,2023-05-12,420007633,3,362221.0,LENTE CR LED BLUE PRONTA,1,190.0,,
,42,2023-05-12,420007633,4,362221.0,LENTE CR LED BLUE PRONTA,1,190.0,,
,42,2023-05-12,420007633,5,30003.0,LENTE CR INC SURFAÇADA - IN,1,135.0,,
,42,2023-05-12,420007633,6,30003.0,LENTE CR INC SURFAÇADA - IN,1,135.0,,
,42,2023-05-12,420007632,1,370610.0,SOLDA GARANTIA,1,0.01,,
,42,2023-05-11,420007631,1,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,450.0,,
,42,2023-05-11,420007631,2,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,450.0,,
,42,2023-05-11,420007630,1,360262.0,LENTE MULTIFOCAL C.O DIGITAL CR,1,200.0,,
,42,2023-05-11,420007630,2,360262.0,LENTE MULTIFOCAL C.O DIGITAL CR,1,200.0,,
,42,2023-05-11,420007629,1,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,225.0,,
,42,2023-05-11,420007629,2,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,225.0,,
,42,2023-05-11,420007628,1,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,500.0,,
,42,2023-05-11,420007628,2,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,500.0,,
,42,2023-05-11,420007627,1,30227.0,LENTE MULTIFOCAL INCOLOR C/AR PRONTA 000 A+300 ESF,1,185.0,,
,42,2023-05-11,420007627,2,30227.0,LENTE MULTIFOCAL INCOLOR C/AR PRONTA 000 A+300 ESF,1,185.0,,
X,42,2023-05-11,420007626,1,364762.0,"LENTE MULTIFOCAL FOTO AR PRONTA ATÉ+3,00 ESF AD3",1,300.0,,
X,42,2023-05-11,420007626,2,364762.0,"LENTE MULTIFOCAL FOTO AR PRONTA ATÉ+3,00 ESF AD3",1,300.0,,
,42,2023-05-11,420007625,1,370610.0,SOLDA GARANTIA,1,0.01,,
,42,2023-05-11,420007624,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,150.0,,
,42,2023-05-11,420007624,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,150.0,,
,42,2023-05-11,420007623,1,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,450.0,,
,42,2023-05-11,420007623,2,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,450.0,,
,42,2023-05-11,420007622,1,30227.0,LENTE MULTIFOCAL INCOLOR C/AR PRONTA 000 A+300 ESF,1,300.0,,
,42,2023-05-11,420007622,2,30227.0,LENTE MULTIFOCAL INCOLOR C/AR PRONTA 000 A+300 ESF,1,300.0,,
,42,2023-05-11,420007621,1,362221.0,LENTE CR LED BLUE PRONTA,1,200.0,,
,42,2023-05-11,420007621,2,362221.0,LENTE CR LED BLUE PRONTA,1,200.0,,
,42,2023-05-10,420007620,1,361827.0,ARMAÇÃO,1,150.0,,
,42,2023-05-10,420007619,1,376632.0,LENTE HOYALUX DAYNAMIC 1.50 SENSITY C.EXTRA,1,2000.0,,
,42,2023-05-10,420007619,2,376632.0,LENTE HOYALUX DAYNAMIC 1.50 SENSITY C.EXTRA,1,2000.0,,
,42,2023-05-10,420007618,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,250.0,,
,42,2023-05-10,420007618,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,250.0,,
,42,2023-05-10,420007617,1,361827.0,ARMAÇÃO,1,600.0,,
,42,2023-05-10,420007616,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,125.0,,
,42,2023-05-10,420007616,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,125.0,,
,42,2023-05-09,420007615,1,30047.0,LENTE POLI INCOLOR PRONTA ATE +400 ESF CIL ATE 2,1,200.0,,
,42,2023-05-09,420007615,2,30047.0,LENTE POLI INCOLOR PRONTA ATE +400 ESF CIL ATE 2,1,200.0,,
,42,2023-05-09,420007614,1,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,500.0,,
,42,2023-05-09,420007614,2,40004.0,LENTE MULTIFOCAL CR FOTO ANT-REFLEXO - FT,1,500.0,,
,42,2023-05-09,420007613,1,359199.0,LENTE AMPLUS 1.50 HARD,1,600.0,,
,42,2023-05-09,420007613,2,359199.0,LENTE AMPLUS 1.50 HARD,1,600.0,,
,42,2023-05-08,420007612,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,275.0,,
,42,2023-05-08,420007612,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,275.0,,
,42,2023-05-08,420007611,1,370610.0,SOLDA GARANTIA,1,50.0,,
,42,2023-05-08,420007610,1,370610.0,SOLDA GARANTIA,1,0.01,,
,42,2023-05-06,420007609,1,366190.0,LENTE CR INCOLOR FOSCA,1,50.0,,
,42,2023-05-06,420007609,2,366190.0,LENTE CR INCOLOR FOSCA,1,50.0,,
,42,2023-05-06,420007609,3,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,250.0,,
,42,2023-05-06,420007609,4,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,250.0,,
,42,2023-05-06,420007608,1,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,500.0,,
,42,2023-05-06,420007608,2,361846.0,LENTE MULTIFOCAL C.O DIGITAL ANT-REFLEXO,1,500.0,,
,42,2023-05-06,420007607,1,30003.0,LENTE CR INC SURFAÇADA - IN,1,150.0,,
,42,2023-05-06,420007607,2,30003.0,LENTE CR INC SURFAÇADA - IN,1,150.0,,
,42,2023-05-06,420007606,1,30041.0,LENTE ORMA CRIZAL EASY PRONTA - IN,1,300.0,,
,42,2023-05-06,420007606,2,30041.0,LENTE ORMA CRIZAL EASY PRONTA - IN,1,300.0,,
,42,2023-05-06,420007605,1,30240.0,LENTE FOTOSSENSIVEL AR PRONTA - CIN,1,400.0,,
,42,2023-05-06,420007605,2,30240.0,LENTE FOTOSSENSIVEL AR PRONTA - CIN,1,400.0,,
,42,2023-05-05,420007604,1,30051.0,LENTE VARILUX LIBERTY ORMA CR - IN,1,700.0,,
,42,2023-05-05,420007604,2,30051.0,LENTE VARILUX LIBERTY ORMA CR - IN,1,700.0,,
,42,2023-05-05,420007604,3,356042.0,LENTE AIRWEAR BLUE CRIZAL EASY PRONTA INCOLOR,1,350.0,,
,42,2023-05-05,420007604,4,356042.0,LENTE AIRWEAR BLUE CRIZAL EASY PRONTA INCOLOR,1,350.0,,
,42,2023-05-05,420007603,1,362221.0,LENTE CR LED BLUE PRONTA,1,325.0,,
,42,2023-05-05,420007603,2,362221.0,LENTE CR LED BLUE PRONTA,1,325.0,,
,42,2023-05-05,420007601,1,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,100.0,,
,42,2023-05-05,420007601,2,52323.0,LENTE CR 1.49 AR ESPECIAL - IN,1,100.0,,
,42,2023-05-05,420007600,1,30050.0,LENTE CR INCOLOR PRONTA - IN,1,50.0,,
,42,2023-05-05,420007600,2,30050.0,LENTE CR INCOLOR PRONTA - IN,1,50.0,,
X,42,2023-05-04,420007599,1,30240.0,LENTE FOTOSSENSIVEL AR PRONTA - CIN,1,250.0,,
X,42,2023-05-04,420007599,2,30240.0,LENTE FOTOSSENSIVEL AR PRONTA - CIN,1,250.0,,
X,42,2023-05-04,420007598,1,10448.0,SOLDA COMUM,1,49.99,,
,42,2023-05-04,420007598,2,10448.0,ARMAÇÃO,1,650.0,,
,42,2023-05-04,420007597,1,364836.0,BELLATIS REC MT3715 C3,1,100.0,,
,42,2023-05-04,420007596,1,372114.0,SABRINA SATO SS616 C2,1,332.0,,
,42,2023-05-04,420007595,1,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,175.0,,
,42,2023-05-04,420007595,2,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,175.0,,
,42,2023-05-04,420007594,1,361838.0,PASSAGEM DE LENTE PRONTA,1,20.0,,
,42,2023-05-03,420007593,1,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,425.0,,
,42,2023-05-03,420007593,2,374463.0,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,425.0,,
,42,2023-05-03,420007592,1,371331.0,"LENTE FOTOSSENSIVEL BLUE UV -4,00 + 3,00 ESF CIL 2",1,385.0,,
,42,2023-05-03,420007592,2,371331.0,"LENTE FOTOSSENSIVEL BLUE UV -4,00 + 3,00 ESF CIL 2",1,385.0,,
X,42,2023-05-03,420007591,1,370610.0,SOLDA GARANTIA,1,0.01,,
,42,2023-05-03,420007591,2,370610.0,SOLDA GARANTIA,1,80.0,,
X,42,2023-05-03,420007590,1,10448.0,SOLDA COMUM,1,49.99,,
,42,2023-05-03,420007590,2,10448.0,ARMAÇÃO,1,300.0,,
,42,2023-05-02,420007589,1,362221.0,LENTE CR LED BLUE PRONTA,1,150.0,,
,42,2023-05-02,420007589,2,362221.0,LENTE CR LED BLUE PRONTA,1,150.0,,
,42,2023-05-02,420007588,1,361812.0,LENTE POLY AR ESPECIAL-PRONTA,1,90.0,,
,42,2023-05-02,420007588,2,361812.0,LENTE POLY AR ESPECIAL-PRONTA,1,90.0,,
X,42,2023-05-02,420007587,1,10448.0,SOLDA COMUM,1,49.99,,
,42,2023-05-02,420007587,2,10448.0,SOLDA COMUM,1,35.0,,
,11,2023-06-02,110002758,1,,LENTE MULTI DIGITAL FOTO C/ AR,1,800.0,,
,11,2023-06-02,110002758,1,,ARMAÇÃO FOX,1,200.0,,
,11,2023-06-02,110002759,1,,LENTE CR AR BLUE,1,500.0,,
,11,2023-06-02,110002759,1,,ARMAÇÃO METAL PRETA REDONDO,1,50.0,,
,11,2023-06-03,110002761,1,,LENTE POLY CR AR BLUE LIGHT,1,500.0,,
,11,2023-06-03,110002762,1,,MULTI CR AR PRONTO,1,650.0,,
,11,2023-06-03,110002762,1,,BELLATIS,1,250.0,,
,11,2023-06-03,110002762,1,,SOLAR BRINDE,1,0.0,,
,11,2023-06-03,110002763,1,,LENTE MULTI TRIVEX C/ AR HOYA,1,990.0,,
,11,2023-06-03,110002763,1,,ARMAÇÃO ACETATO FECHADO,1,100.0,,
,11,2023-06-03,110002763,1,,SOLAR BRINDE,1,0.0,,
,11,2023-06-05,110002766,1,,LENTE MULTI POLY INCOLOR,1,399.0,,
,11,2023-06-05,110002766,1,,ARMAÇÃO METAL ABERTO ,1,0.0,,
,11,2023-06-05,110002767,1,,POLY AR,1,300.0,,
,11,2023-06-05,110002767,1,,ARMAÇÃO BR8050,1,50.0,,
,11,2023-06-05,110002768,1,,SOMENTE ARMAÇÕES,1,264.0,,
,11,2023-06-05,110002770,1,,LENTE BLUE COM AR,1,350.0,,
,11,2023-06-05,110002770,1,,ARMAÇÃO BELLATIS,1,50.0,,
,11,2023-06-05,110002771,1,,LENTE CR AR BLUE,1,250.0,,
,11,2023-06-05,110002771,1,,METAL FECHADO,1,50.0,,
,12,2023-06-02,120001533,1,,MULTI FOTO S/ AR,1,400.0,,
,12,2023-06-02,120001533,1,,ARMAÇÃO PROMO,1,100.0,,
,12,2023-06-03,120001535,1,,MULTI FOTO AR,1,900.0,,
,12,2023-06-03,120001535,1,,ARMAÇÃO,1,100.0,,
,12,2023-06-03,120001535,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-03,120001535,1,,GRAU NO SOLAR P/ LONGE,1,0.0,,
,12,2023-06-03,120001537,1,,MULTI AR ,1,500.0,,
,12,2023-06-03,120001537,1,,ARMAÇÃO PROMOÇÃO ,1,100.0,,
,12,2023-06-03,120001537,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-03,120001538,1,,LENTE POLY BLUE ,1,300.0,,
,12,2023-06-03,120001538,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-03,120001539,1,,LENTE AR,1,300.0,,
,12,2023-06-03,120001539,1,,ARMAÇÃO BELLATIS,1,100.0,,
,12,2023-06-03,120001539,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-03,120001540,1,,MULTI POLI INCOLOR,1,590.0,,
,10,2023-06-02,100000691,1,,MULTIFOCAL AR,1,200.0,,
,10,2023-06-02,100000691,1,,ARMAÇÃO FJ5701,1,29.0,,
,10,2023-06-03,100000693,1,,LENTE MULTI AR VTA,1,550.0,,
,10,2023-06-03,100000694,1,,ARMAÇÃO FT 114 C4,1,180.0,,
,10,2023-06-05,100000695,1,,HOYA AMPLUS SENSITY CLEAN EXTRA,1,1440.0,,
,10,2023-06-05,100000695,1,,BULGET BG7105 D01,1,210.0,,
,10,2023-06-06,100000686,1,,MULTI FOTO AR,1,601.0,,
,10,2023-06-06,100000696,1,,ARMAÇÃO ISA 20490 C6,1,299.0,,
,10,2023-06-06,100000697,1,,TROCA DE MOLA,1,30.0,,
,9,2023-06-01,900000190,1,,LENTE TRIVEX SENTIVE HOYA BLUE COM AR,1,2600.0,,
,9,2023-06-01,900000190,1,,ACETATO ISA 3089,1,190.0,,
,9,2023-06-01,900000191,1,,FOT AR BLUE,1,800.0,,
,9,2023-06-01,900000191,1,,ARMAÇÃO,1,120.0,,
,9,2023-06-01,900000193,1,,MULTIFOCAL AR,1,800.0,,
,9,2023-06-01,900000193,1,,ARMAÇÃO,1,100.0,,
,9,2023-06-01,900000194,1,,ARMAÇÃO MALU,1,50.0,,
,9,2023-06-01,900000194,1,,LENTE FOTO COM AR,1,400.0,,
,9,2023-06-01,900000194,1,,ISA 020014,1,0.0,,
,9,2023-06-01,900000195,1,,MULTI FOTO BLUE AR,1,700.0,,
,9,2023-06-01,900000195,1,,ARMAÇÃO MALU,1,90.0,,
,9,2023-06-01,900000196,1,,MULTI INCOLOR,1,420.0,,
,9,2023-06-01,900000197,1,,MULTI INCOLOR,1,350.0,,
,9,2023-06-01,900000197,1,,ARMAÇÃO0,1,70.0,,
,9,2023-06-01,900000198,1,,MULTIFOCAL DIGITAL FOTO BLUE COM AR,1,1000.0,,
,9,2023-06-01,900000198,1,,ARMAÇÃO MANU FD633191,1,180.0,,
,9,2023-06-01,900000199,1,,FOTO BLUE COM AR,1,500.0,,
,9,2023-06-01,900000199,1,,ARMAÇÃO ,1,100.0,,
,11,2023-06-01,110002754,1,,LENTE CR BLUE AR RES AZUL,1,300.0,,
,11,2023-06-01,110002754,1,,SABRINA SATO SS55493,1,499.99,,
,11,2023-06-01,110002754,1,,SOLAR COM GRU,1,0.0,,
,11,2023-06-01,110002755,1,,LENTE BIFOCAL FLAT TOP FOTO INCOLOR,1,899.99,,
,11,2023-06-01,110002755,1,,BULGET,1,320.0,,
,11,2023-06-01,110002756,1,,LENTE CR C/ AR,1,350.0,,
,11,2023-06-01,110002756,1,,ARMAÇÃO METAL FECHADO,1,100.0,,
,11,2023-06-01,110002757,1,,LENTE MULTIFOCAL CR AR FOTO BLUE,1,800.0,,
,11,2023-06-01,110002757,1,,ARMAÇÃO ACETATO FECHADO BELLATIS,1,100.0,,
,11,2023-06-06,110002773,1,,LENTE MULTI HOYA ARGOS NO RISK BLUE CONTROL,1,1400.0,,
,11,2023-06-06,110002773,1,,ARMAÇÃO BULGET BG7090M,1,390.0,,
,11,2023-06-06,110002773,1,,SOLAR BRINDE COM GRAU,1,0.0,,
,11,2023-06-06,110002774,1,,LENTE HOYA ARGOS MULTI COM AR,1,1400.0,,
,11,2023-06-06,110002774,1,,ARMAÇÃO ATITUDE REDONDA,1,350.0,,
,11,2023-06-06,110002775,1,,LENTE CR AR COM BLUE LIGHT,1,500.0,,
,11,2023-06-06,110002775,1,,ARMAÇÃO METAL FECHADO,1,50.0,,
,11,2023-06-07,110002777,1,,LENTE MULTI HOYA ARGOS SENSITIVE COM AR EM DORBO 1.53,1,2900.0,,
,11,2023-06-07,110002777,1,,ARMAÇÃO METAL FECHADO,1,100.0,,
,11,2023-06-09,110002778,1,,TROCA DE ARMAÇÃO ,1,200.0,,
,11,2023-06-09,110002779,1,,LENTE MULTI HOYA AMPLUS INCOLOR SENSITY,1,1600.0,,
,11,2023-06-09,110002779,1,,ARMAÇÃO FL ACETATO FECHADO,1,69.0,,
,11,2023-06-09,110002780,3,,LENS WIPES,3,10.0,,
,11,2023-06-09,110002782,1,,MULTI FOTO COM AR,1,700.0,,
,11,2023-06-09,110002782,1,,ARMAÇÃO TM,1,100.0,,
,11,2023-06-09,110002783,1,,LENTE CR AR BLUE LIGHT,1,600.0,,
,11,2023-06-09,110002783,1,,ARMAÇÃO HICKMANN,1,290.0,,
,11,2023-06-09,110002784,1,,LENTE 1.67 COM AR,1,690.0,,
,11,2023-06-09,110002784,1,,ARMAÇÃO TM,1,50.0,,
,11,2023-06-09,110002784,1,,ARMAÇÃO TM,1,50.0,,
,11,2023-06-09,110002786,1,,ARMAÇÃO BELLATIS,1,280.0,,
,9,2023-06-02,900000200,1,,MULTI FOTO AR BLUE,1,700.0,,
,9,2023-06-02,900000200,1,,ARMAÇÃO,1,50.0,,
,9,2023-06-02,900000200,1,,SOLAR COM GRAU,1,300.0,,
,9,2023-06-02,900000202,1,,ARMAÇÃO ,1,150.0,,
,9,2023-06-06,900000205,1,,LENTE CR AR BLUE,1,300.0,,
,9,2023-06-06,900000205,1,,ARMAÇÃO,1,120.0,,
,9,2023-06-07,900000206,1,,MULTI POLY BLUE COM AR,1,800.0,,
,9,2023-06-07,900000206,1,,ARMAÇÃO TNG,1,200.0,,
,9,2023-06-07,900000206,1,,SOLAR BRINDE,12,0.0,,
,9,2023-06-09,900000207,1,,LENTE CR AR ,1,600.0,,
,9,2023-06-09,900000207,1,,ARMAÇÃO,1,110.0,,
,10,2023-06-07,100000698,1,,POLY INCOLOR,1,260.0,,
,10,2023-06-09,100000699,1,,ARMAÇÃO CARMEN VITTI,1,160.0,,
,10,2023-06-09,100000700,1,,LENTE DE CONTATO ANUAL SOLOTICA,1,380.0,,
,12,2023-06-05,120001541,1,,LENTE MULTI FOTO CR AR,1,700.0,,
,12,2023-06-05,120001541,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-06,120001542,1,,POLLY AR ,1,499.99,,
,12,2023-06-06,120001542,1,,ARMAÇÃO TM,1,0.0,,
,12,2023-06-06,120001542,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-09,120001543,1,,HOYA DINAMIC BLUE NO RISK EM DOBRO,1,1800.0,,
,12,2023-06-09,120001543,1,,ARMAÇÃO OTM,1,0.0,,
,12,2023-06-10,120001544,1,,HOYA SENSITY AR EM DORBRO,1,2000.0,,
,12,2023-06-10,120001544,1,,ARMAÇÃO OTM,1,350.0,,
,12,2023-06-10,120001545,1,,1.67 AR,1,550.0,,
,12,2023-06-10,120001545,1,,OTM,1,100.0,,
,12,2023-06-10,120001547,1,,MULTI FOTO INCOLOR,1,700.0,,
,12,2023-06-10,120001547,1,,ARMAÇÃO OTM,1,100.0,,
,12,2023-06-12,120001548,1,,SOLAR 44388,1,49.99,,
,12,2023-06-12,120001549,1,,LENTE POLY AR,1,599.99,,
,12,2023-06-12,120001549,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-12,120001550,1,,LENTE POLY C/ AR,1,350.0,,
,12,2023-06-12,120001550,1,,ARMAÇÃO TM CLYPON,1,0.0,,
,10,2023-06-13,100000689,1,,ARGOS SENSITY COM BLUE CONTROL,1,2090.0,,
,11,2023-06-10,110002787,1,,MULTI FOTO INCOLOR,1,900.0,,
,11,2023-06-10,110002787,1,,ARMAÇÃO METAL,1,50.0,,
,11,2023-06-10,110002788,1,,LENTE CR AR BLUE LIGHT,1,400.0,,
,11,2023-06-10,110002788,1,,ARMAÇÃO METAL,1,50.0,,
,11,2023-06-10,110002789,1,,LENTE MULTIFOCAL POLY FOTO COM AR,1,1000.0,,
,11,2023-06-10,110002789,1,,ARMAÇÃO METAL FECHADO,1,100.0,,
,11,2023-06-10,110002790,1,,LENTE 1.67 CR AR BLUE,1,1000.0,,
