os,parcelas,valor_total,data_movimento,loja_id,loja_nome
286,8,250.0,2023-07-25,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
390,2,200.0,2023-07-31,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
769,8,669.0,2024-07-04,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
690,5,488.0,2024-07-06,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
759,2,200.0,2024-07-06,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
781,5,750.0,2024-07-10,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
728,8,800.0,2024-07-15,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
766,5,74.0,2024-07-17,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
763,5,56.0,2024-07-17,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
794,8,700.0,2024-07-20,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
811,5,590.0,2024-07-20,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
727,8,880.0,2024-07-20,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
787,5,592.0,2024-07-23,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
815,4,400.0,2024-07-27,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
709,8,560.0,2024-07-30,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
198,7,910.0,2023-06-06,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
233,9,310.0,2023-06-10,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
361,2,240.0,2023-06-30,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
693,4,290.0,2024-06-05,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
712,9,539.0,2024-06-12,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
716,2,340.0,2024-06-20,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
721,10,990.0,2024-06-21,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
749,5,348.0,2024-06-26,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
764,5,370.0,2024-06-27,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
146,6,380.0,2023-05-12,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
351,5,540.0,2023-05-22,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
680,5,500.0,2024-05-17,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
672,5,1000.0,2024-05-17,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
694,8,821.0,2024-05-28,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
620,4,400.0,2024-03-09,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
615,8,836.8,2024-03-15,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
599,10,1198.0,2024-03-16,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
622,2,200.0,2024-03-21,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
465,7,903.0,2023-11-10,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
474,7,749.0,2023-11-16,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
480,4,340.0,2023-11-22,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
522,7,634.0,2023-11-25,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
524,7,376.0,2023-11-25,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6928,5,470.0,2024-11-01,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6865,5,494.0,2024-11-06,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
775,10,489.99,2024-11-09,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6912,5,290.0,2024-11-18,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6747,2,200.0,2024-11-25,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
429,1,100.0,2023-10-03,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
465,7,903.0,2023-10-06,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
422,1,240.0,2023-10-07,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
435,3,360.0,2023-10-14,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
474,8,502.16,2023-10-14,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
432,2,249.0,2023-10-17,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
466,2,210.0,2023-10-19,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
454,4,440.0,2023-10-23,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
157,4,297.0,2023-10-25,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
471,4,430.0,2023-10-28,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
473,10,649.0,2023-10-30,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6911,4,400.0,2024-10-10,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
384,2,179.0,2023-09-11,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
406,3,201.99,2023-09-15,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
406,3,292.0,2023-09-21,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
432,2,249.0,2023-09-23,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
868,5,279.0,2024-09-02,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
878,6,300.0,2024-09-05,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6827,2,250.0,2024-09-17,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6894,5,390.0,2024-09-20,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
6884,7,700.0,2024-09-26,da3978c9-bba2-431a-91b7-970a406d3acf,PERUS
