os,vendedor,carne,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
4195,BETH,Não,16,OS_ENTREGUES_DIA,29,"[4195, 'BETH', 'Não']",2024-04-29 00:00:00,,maua,abr_24.xlsx
4193,BETH,Não,17,OS_ENTREGUES_DIA,29,"[4193, 'BETH', 'Não']",2024-04-29 00:00:00,,maua,abr_24.xlsx
4194,BETH,Não,18,OS_ENTREGUES_DIA,29,"[4194, 'BETH', 'Não']",2024-04-29 00:00:00,,maua,abr_24.xlsx
4152,BETH,Não,19,OS_ENTREGUES_DIA,29,"[4152, 'BETH', 'Não']",2024-04-29 00:00:00,,maua,abr_24.xlsx
4204,BETH,Não,15,OS_ENTREGUES_DIA,30,"[4204, 'BETH', 'Não']",2024-04-30 00:00:00,,maua,abr_24.xlsx
4181,BETH,Sim,16,OS_ENTREGUES_DIA,30,"[4181, 'BETH', 'Sim']",2024-04-30 00:00:00,,maua,abr_24.xlsx
4182,BETH,Sim,17,OS_ENTREGUES_DIA,30,"[4182, 'BETH', 'Sim']",2024-04-30 00:00:00,,maua,abr_24.xlsx
4161,BETH,Sim,18,OS_ENTREGUES_DIA,30,"[4161, 'BETH', 'Sim']",2024-04-30 00:00:00,,maua,abr_24.xlsx
4145,BETH,Não,19,OS_ENTREGUES_DIA,30,"[4145, 'BETH', 'Não']",2024-04-30 00:00:00,,maua,abr_24.xlsx
4835,BETH,Não,15,OS_ENTREGUES_DIA,4,"[4835, 'BETH', 'Não']",2025-04-04 00:00:00,MAUÁ,maua,abr_25.xlsx
4836,BETH,Não,16,OS_ENTREGUES_DIA,4,"[4836, 'BETH', 'Não']",2025-04-04 00:00:00,MAUÁ,maua,abr_25.xlsx
4759,BETH,Não,15,OS_ENTREGUES_DIA,5,"[4759, 'BETH', 'Não']",2025-04-05 00:00:00,MAUÁ,maua,abr_25.xlsx
4818,BETH,Não,15,OS_ENTREGUES_DIA,8,"[4818, 'BETH', 'Não']",2025-04-08 00:00:00,MAUÁ,maua,abr_25.xlsx
4846,BETH,Sim,15,OS_ENTREGUES_DIA,12,"[4846, 'BETH', 'Sim']",2025-04-12 00:00:00,MAUÁ,maua,abr_25.xlsx
4847,BETH,Sim,16,OS_ENTREGUES_DIA,12,"[4847, 'BETH', 'Sim']",2025-04-12 00:00:00,MAUÁ,maua,abr_25.xlsx
4853,BETH,Não,17,OS_ENTREGUES_DIA,12,"[4853, 'BETH', 'Não']",2025-04-12 00:00:00,MAUÁ,maua,abr_25.xlsx
4760,BETH,Não,15,OS_ENTREGUES_DIA,15,"[4760, 'BETH', 'Não']",2025-04-15 00:00:00,MAUÁ,maua,abr_25.xlsx
4732,BETH,Não,16,OS_ENTREGUES_DIA,15,"[4732, 'BETH', 'Não']",2025-04-15 00:00:00,MAUÁ,maua,abr_25.xlsx
4854,BETH,Não,15,OS_ENTREGUES_DIA,16,"[4854, 'BETH', 'Não']",2025-04-16 00:00:00,MAUÁ,maua,abr_25.xlsx
4848,BETH,Não,15,OS_ENTREGUES_DIA,17,"[4848, 'BETH', 'Não']",2025-04-17 00:00:00,MAUÁ,maua,abr_25.xlsx
4800,BETH,Não,15,OS_ENTREGUES_DIA,25,"[4800, 'BETH', 'Não']",2025-04-25 00:00:00,MAUÁ,maua,abr_25.xlsx
4860,BETH,Sim,16,OS_ENTREGUES_DIA,25,"[4860, 'BETH', 'Sim']",2025-04-25 00:00:00,MAUÁ,maua,abr_25.xlsx
4856,BETH,Não,17,OS_ENTREGUES_DIA,25,"[4856, 'BETH', 'Não']",2025-04-25 00:00:00,MAUÁ,maua,abr_25.xlsx
4849,BETH,Sim,15,OS_ENTREGUES_DIA,28,"[4849, 'BETH', 'Sim']",2025-04-28 00:00:00,MAUÁ,maua,abr_25.xlsx
4850,BETH,Sim,16,OS_ENTREGUES_DIA,28,"[4850, 'BETH', 'Sim']",2025-04-28 00:00:00,MAUÁ,maua,abr_25.xlsx
4852,BETH,Não,17,OS_ENTREGUES_DIA,28,"[4852, 'BETH', 'Não']",2025-04-28 00:00:00,MAUÁ,maua,abr_25.xlsx
4799,BETH,Não,15,OS_ENTREGUES_DIA,30,"[4799, 'BETH', 'Não']",2025-04-30 00:00:00,MAUÁ,maua,abr_25.xlsx
4383,BETH,,15,OS_ENTREGUES_DIA,1,"[4383, 'BETH', '']",2024-08-01 00:00:00,,maua,ago_24.xlsx
4373,BETH,,16,OS_ENTREGUES_DIA,1,"[4373, 'BETH', '']",2024-08-01 00:00:00,,maua,ago_24.xlsx
4381,LARISSA,Não,15,OS_ENTREGUES_DIA,2,"[4381, 'LARISSA', 'Não']",2024-08-02 00:00:00,,maua,ago_24.xlsx
4382,LARISSA,Não,16,OS_ENTREGUES_DIA,2,"[4382, 'LARISSA', 'Não']",2024-08-02 00:00:00,,maua,ago_24.xlsx
4330,BETH,Não,17,OS_ENTREGUES_DIA,2,"[4330, 'BETH', 'Não']",2024-08-02 00:00:00,,maua,ago_24.xlsx
4369,BETH,Não,18,OS_ENTREGUES_DIA,2,"[4369, 'BETH', 'Não']",2024-08-02 00:00:00,,maua,ago_24.xlsx
4386,BETH,Não,15,OS_ENTREGUES_DIA,3,"[4386, 'BETH', 'Não']",2024-08-03 00:00:00,,maua,ago_24.xlsx
4300,BETH,Não,15,OS_ENTREGUES_DIA,5,"[4300, 'BETH', 'Não']",2024-08-05 00:00:00,,maua,ago_24.xlsx
4361,BETH,Sim,16,OS_ENTREGUES_DIA,5,"[4361, 'BETH', 'Sim']",2024-08-05 00:00:00,,maua,ago_24.xlsx
4362,BETH,Sim,17,OS_ENTREGUES_DIA,5,"[4362, 'BETH', 'Sim']",2024-08-05 00:00:00,,maua,ago_24.xlsx
4384,BETH,Não,18,OS_ENTREGUES_DIA,5,"[4384, 'BETH', 'Não']",2024-08-05 00:00:00,,maua,ago_24.xlsx
4313,TATY,Sim,15,OS_ENTREGUES_DIA,6,"[4313, 'TATY', 'Sim']",2024-08-06 00:00:00,,maua,ago_24.xlsx
4357,BETH,Sim,16,OS_ENTREGUES_DIA,6,"[4357, 'BETH', 'Sim']",2024-08-06 00:00:00,,maua,ago_24.xlsx
4356,BETH,Sim,15,OS_ENTREGUES_DIA,7,"[4356, 'BETH', 'Sim']",2024-08-07 00:00:00,,maua,ago_24.xlsx
4378,BETH,Não,15,OS_ENTREGUES_DIA,8,"[4378, 'BETH', 'Não']",2024-08-08 00:00:00,,maua,ago_24.xlsx
4387,BETH,Não,16,OS_ENTREGUES_DIA,8,"[4387, 'BETH', 'Não']",2024-08-08 00:00:00,,maua,ago_24.xlsx
4393,BETH,Não,17,OS_ENTREGUES_DIA,8,"[4393, 'BETH', 'Não']",2024-08-08 00:00:00,,maua,ago_24.xlsx
4359,BETH,Não,15,OS_ENTREGUES_DIA,9,"[4359, 'BETH', 'Não']",2024-08-09 00:00:00,,maua,ago_24.xlsx
4347,BETH,Sim,15,OS_ENTREGUES_DIA,10,"[4347, 'BETH', 'Sim']",2024-08-10 00:00:00,,maua,ago_24.xlsx
4358,BETH,Não,16,OS_ENTREGUES_DIA,10,"[4358, 'BETH', 'Não']",2024-08-10 00:00:00,,maua,ago_24.xlsx
4360,BETH,Não,17,OS_ENTREGUES_DIA,10,"[4360, 'BETH', 'Não']",2024-08-10 00:00:00,,maua,ago_24.xlsx
4380,BETH,Não,15,OS_ENTREGUES_DIA,12,"[4380, 'BETH', 'Não']",2024-08-12 00:00:00,,maua,ago_24.xlsx
4370,BETH,Sim,15,OS_ENTREGUES_DIA,14,"[4370, 'BETH', 'Sim']",2024-08-14 00:00:00,,maua,ago_24.xlsx
4374,BETH,Não,16,OS_ENTREGUES_DIA,14,"[4374, 'BETH', 'Não']",2024-08-14 00:00:00,,maua,ago_24.xlsx
4385,BETH,Não,17,OS_ENTREGUES_DIA,14,"[4385, 'BETH', 'Não']",2024-08-14 00:00:00,,maua,ago_24.xlsx
4338,BETH,Não,15,OS_ENTREGUES_DIA,15,"[4338, 'BETH', 'Não']",2024-08-15 00:00:00,,maua,ago_24.xlsx
4339,BETH,Não,16,OS_ENTREGUES_DIA,15,"[4339, 'BETH', 'Não']",2024-08-15 00:00:00,,maua,ago_24.xlsx
4388,LARISSA,Não,17,OS_ENTREGUES_DIA,15,"[4388, 'LARISSA', 'Não']",2024-08-15 00:00:00,,maua,ago_24.xlsx
4395,BETH,Não,18,OS_ENTREGUES_DIA,15,"[4395, 'BETH', 'Não']",2024-08-15 00:00:00,,maua,ago_24.xlsx
4397,LARISSA,Não,15,OS_ENTREGUES_DIA,17,"[4397, 'LARISSA', 'Não']",2024-08-17 00:00:00,,maua,ago_24.xlsx
4398,BETH,Não,16,OS_ENTREGUES_DIA,17,"[4398, 'BETH', 'Não']",2024-08-17 00:00:00,,maua,ago_24.xlsx
4405,BETH,Sim,15,OS_ENTREGUES_DIA,19,"[4405, 'BETH', 'Sim']",2024-08-19 00:00:00,,maua,ago_24.xlsx
4366,BETH,Não,15,OS_ENTREGUES_DIA,20,"[4366, 'BETH', 'Não']",2024-08-20 00:00:00,,maua,ago_24.xlsx
4408,BETH,Não,15,OS_ENTREGUES_DIA,21,"[4408, 'BETH', 'Não']",2024-08-21 00:00:00,,maua,ago_24.xlsx
4416,BETH,Não,15,OS_ENTREGUES_DIA,28,"[4416, 'BETH', 'Não']",2024-08-28 00:00:00,,maua,ago_24.xlsx
4425,BETH,Não,15,OS_ENTREGUES_DIA,22,"[4425, 'BETH', 'Não']",2024-08-22 00:00:00,,maua,ago_24.xlsx
4413,BETH,Sim,15,OS_ENTREGUES_DIA,23,"[4413, 'BETH', 'Sim']",2024-08-23 00:00:00,,maua,ago_24.xlsx
4414,BETH,Não,16,OS_ENTREGUES_DIA,23,"[4414, 'BETH', 'Não']",2024-08-23 00:00:00,,maua,ago_24.xlsx
4410,BETH,Não,17,OS_ENTREGUES_DIA,23,"[4410, 'BETH', 'Não']",2024-08-23 00:00:00,,maua,ago_24.xlsx
4407,BETH,Não,18,OS_ENTREGUES_DIA,23,"[4407, 'BETH', 'Não']",2024-08-23 00:00:00,,maua,ago_24.xlsx
4396,BETH,Não,15,OS_ENTREGUES_DIA,24,"[4396, 'BETH', 'Não']",2024-08-24 00:00:00,,maua,ago_24.xlsx
4406,BETH,Sim,15,OS_ENTREGUES_DIA,26,"[4406, 'BETH', 'Sim']",2024-08-26 00:00:00,,maua,ago_24.xlsx
4416,BETH,Não,16,OS_ENTREGUES_DIA,26,"[4416, 'BETH', 'Não']",2024-08-26 00:00:00,,maua,ago_24.xlsx
4371,BETH,Sim,15,OS_ENTREGUES_DIA,27,"[4371, 'BETH', 'Sim']",2024-08-27 00:00:00,,maua,ago_24.xlsx
4341,BETH,Não,15,OS_ENTREGUES_DIA,30,"[4341, 'BETH', 'Não']",2024-08-30 00:00:00,,maua,ago_24.xlsx
4427,BETH,Não,16,OS_ENTREGUES_DIA,30,"[4427, 'BETH', 'Não']",2024-08-30 00:00:00,,maua,ago_24.xlsx
4442,BETH,Não,17,OS_ENTREGUES_DIA,30,"[4442, 'BETH', 'Não']",2024-08-30 00:00:00,,maua,ago_24.xlsx
4443,BETH,Sim,15,OS_ENTREGUES_DIA,31,"[4443, 'BETH', 'Sim']",2024-08-31 00:00:00,,maua,ago_24.xlsx
4418,BETH,Não,16,OS_ENTREGUES_DIA,31,"[4418, 'BETH', 'Não']",2024-08-31 00:00:00,,maua,ago_24.xlsx
4416,BETH,Não,17,OS_ENTREGUES_DIA,31,"[4416, 'BETH', 'Não']",2024-08-31 00:00:00,,maua,ago_24.xlsx
3811,Maria Elizabeth,Sim,15,OS_ENTREGUES_DIA,2,"[3811, 'Maria Elizabeth', 'Sim']",2023-12-02 00:00:00,,maua,dez_23.xlsx
3908,Maria Elizabeth,Não,15,OS_ENTREGUES_DIA,4,"[3908, 'Maria Elizabeth', 'Não']",2023-12-04 00:00:00,,maua,dez_23.xlsx
3903,Maria da Silva Ozorio,Não,16,OS_ENTREGUES_DIA,4,"[3903, 'Maria da Silva Ozorio', 'Não']",2023-12-04 00:00:00,,maua,dez_23.xlsx
3897,Erica de Cassia Jesus Silva,Não,15,OS_ENTREGUES_DIA,6,"[3897, 'Erica de Cassia Jesus Silva', 'Não']",2023-12-06 00:00:00,,maua,dez_23.xlsx
3905,Maria Elizebeth,Não,15,OS_ENTREGUES_DIA,7,"[3905, 'Maria Elizebeth', 'Não']",2023-12-07 00:00:00,,maua,dez_23.xlsx
3867,Maria Elizebeth,Sim,16,OS_ENTREGUES_DIA,7,"[3867, 'Maria Elizebeth', 'Sim']",2023-12-07 00:00:00,,maua,dez_23.xlsx
3907,BETH,Não,15,OS_ENTREGUES_DIA,11,"[3907, 'BETH', 'Não']",2023-12-11 00:00:00,,maua,dez_23.xlsx
3898,BETH,Não,15,OS_ENTREGUES_DIA,12,"[3898, 'BETH', 'Não']",2023-12-12 00:00:00,,maua,dez_23.xlsx
3909,BETH,Não,15,OS_ENTREGUES_DIA,13,"[3909, 'BETH', 'Não']",2023-12-13 00:00:00,,maua,dez_23.xlsx
3910,BETH,Não,16,OS_ENTREGUES_DIA,13,"[3910, 'BETH', 'Não']",2023-12-13 00:00:00,,maua,dez_23.xlsx
3920,BETH,Não,15,OS_ENTREGUES_DIA,14,"[3920, 'BETH', 'Não']",2023-12-14 00:00:00,,maua,dez_23.xlsx
3912,BETH,Não,16,OS_ENTREGUES_DIA,14,"[3912, 'BETH', 'Não']",2023-12-14 00:00:00,,maua,dez_23.xlsx
3922,BETH,Não,17,OS_ENTREGUES_DIA,14,"[3922, 'BETH', 'Não']",2023-12-14 00:00:00,,maua,dez_23.xlsx
3941,BETH,Não,15,OS_ENTREGUES_DIA,15,"[3941, 'BETH', 'Não']",2023-12-15 00:00:00,,maua,dez_23.xlsx
3915,BETH,Não,16,OS_ENTREGUES_DIA,15,"[3915, 'BETH', 'Não']",2023-12-15 00:00:00,,maua,dez_23.xlsx
3921,BETH,Não,15,OS_ENTREGUES_DIA,19,"[3921, 'BETH', 'Não']",2023-12-19 00:00:00,,maua,dez_23.xlsx
3903,BETH,Não,16,OS_ENTREGUES_DIA,19,"[3903, 'BETH', 'Não']",2023-12-19 00:00:00,,maua,dez_23.xlsx
3919,BETH,Sim,17,OS_ENTREGUES_DIA,19,"[3919, 'BETH', 'Sim']",2023-12-19 00:00:00,,maua,dez_23.xlsx
3937,BETH,Não,15,OS_ENTREGUES_DIA,20,"[3937, 'BETH', 'Não']",2023-12-20 00:00:00,,maua,dez_23.xlsx
3929,BETH,Não,16,OS_ENTREGUES_DIA,20,"[3929, 'BETH', 'Não']",2023-12-20 00:00:00,,maua,dez_23.xlsx
3930,BETH,Não,17,OS_ENTREGUES_DIA,20,"[3930, 'BETH', 'Não']",2023-12-20 00:00:00,,maua,dez_23.xlsx
3931,BETH,Não,15,OS_ENTREGUES_DIA,21,"[3931, 'BETH', 'Não']",2023-12-21 00:00:00,,maua,dez_23.xlsx
3925,BETH,Não,16,OS_ENTREGUES_DIA,21,"[3925, 'BETH', 'Não']",2023-12-21 00:00:00,,maua,dez_23.xlsx
3950,BETH,Não,17,OS_ENTREGUES_DIA,21,"[3950, 'BETH', 'Não']",2023-12-21 00:00:00,,maua,dez_23.xlsx
3951,BETH,Não,18,OS_ENTREGUES_DIA,21,"[3951, 'BETH', 'Não']",2023-12-21 00:00:00,,maua,dez_23.xlsx
3897,BETH,Não,15,OS_ENTREGUES_DIA,22,"[3897, 'BETH', 'Não']",2023-12-22 00:00:00,,maua,dez_23.xlsx
3913,BETH,Não,16,OS_ENTREGUES_DIA,22,"[3913, 'BETH', 'Não']",2023-12-22 00:00:00,,maua,dez_23.xlsx
3897,BETH,Não,17,OS_ENTREGUES_DIA,22,"[3897, 'BETH', 'Não']",2023-12-22 00:00:00,,maua,dez_23.xlsx
3947,BETH,Não,15,OS_ENTREGUES_DIA,27,"[3947, 'BETH', 'Não']",2023-12-27 00:00:00,,maua,dez_23.xlsx
3946,BETH,Não,15,OS_ENTREGUES_DIA,28,"[3946, 'BETH', 'Não']",2023-12-28 00:00:00,,maua,dez_23.xlsx
3962,BETH,Não,16,OS_ENTREGUES_DIA,28,"[3962, 'BETH', 'Não']",2023-12-28 00:00:00,,maua,dez_23.xlsx
3963,BETH,Sim,15,OS_ENTREGUES_DIA,30,"[3963, 'BETH', 'Sim']",2023-12-30 00:00:00,,maua,dez_23.xlsx
3928,BETH,Não,16,OS_ENTREGUES_DIA,30,"[3928, 'BETH', 'Não']",2023-12-30 00:00:00,,maua,dez_23.xlsx
3972,BETH,Sim,17,OS_ENTREGUES_DIA,30,"[3972, 'BETH', 'Sim']",2023-12-30 00:00:00,,maua,dez_23.xlsx
3945,BETH,Não,18,OS_ENTREGUES_DIA,30,"[3945, 'BETH', 'Não']",2023-12-30 00:00:00,,maua,dez_23.xlsx
4636,LARISSA,Não,15,OS_ENTREGUES_DIA,2,"[4636, 'LARISSA', 'Não']",2024-12-02 00:00:00,,maua,dez_24.xlsx
4623,LARISSA,Não,15,OS_ENTREGUES_DIA,3,"[4623, 'LARISSA', 'Não']",2024-12-03 00:00:00,,maua,dez_24.xlsx
4638,BETH,Não,16,OS_ENTREGUES_DIA,3,"[4638, 'BETH', 'Não']",2024-12-03 00:00:00,,maua,dez_24.xlsx
4639,BETH,Não,17,OS_ENTREGUES_DIA,3,"[4639, 'BETH', 'Não']",2024-12-03 00:00:00,,maua,dez_24.xlsx
4622,LARISSA,Não,15,OS_ENTREGUES_DIA,5,"[4622, 'LARISSA', 'Não']",2024-12-05 00:00:00,,maua,dez_24.xlsx
4644,LARISSA,Não,16,OS_ENTREGUES_DIA,5,"[4644, 'LARISSA', 'Não']",2024-12-05 00:00:00,,maua,dez_24.xlsx
4645,LARISSA,Não,17,OS_ENTREGUES_DIA,5,"[4645, 'LARISSA', 'Não']",2024-12-05 00:00:00,,maua,dez_24.xlsx
4629,BETH,Sim,15,OS_ENTREGUES_DIA,6,"[4629, 'BETH', 'Sim']",2024-12-06 00:00:00,,maua,dez_24.xlsx
4634,LARISSA,Não,16,OS_ENTREGUES_DIA,6,"[4634, 'LARISSA', 'Não']",2024-12-06 00:00:00,,maua,dez_24.xlsx
4635,BETH,Não,17,OS_ENTREGUES_DIA,6,"[4635, 'BETH', 'Não']",2024-12-06 00:00:00,,maua,dez_24.xlsx
4641,TATY,Sim,15,OS_ENTREGUES_DIA,7,"[4641, 'TATY', 'Sim']",2024-12-07 00:00:00,,maua,dez_24.xlsx
4490,BETH,Não,15,OS_ENTREGUES_DIA,9,"[4490, 'BETH', 'Não']",2024-12-09 00:00:00,,maua,dez_24.xlsx
4632,BETH,Não,16,OS_ENTREGUES_DIA,9,"[4632, 'BETH', 'Não']",2024-12-09 00:00:00,,maua,dez_24.xlsx
4640,LARISSA,Sim,17,OS_ENTREGUES_DIA,9,"[4640, 'LARISSA', 'Sim']",2024-12-09 00:00:00,,maua,dez_24.xlsx
4651,TATY,Sim,15,OS_ENTREGUES_DIA,11,"[4651, 'TATY', 'Sim']",2024-12-11 00:00:00,,maua,dez_24.xlsx
4633,LARISSA,Não,15,OS_ENTREGUES_DIA,12,"[4633, 'LARISSA', 'Não']",2024-12-12 00:00:00,,maua,dez_24.xlsx
4653,BETH,Não,15,OS_ENTREGUES_DIA,14,"[4653, 'BETH', 'Não']",2024-12-14 00:00:00,,maua,dez_24.xlsx
4659,BETH,Não,16,OS_ENTREGUES_DIA,14,"[4659, 'BETH', 'Não']",2024-12-14 00:00:00,,maua,dez_24.xlsx
4643,LARISSA,Não,15,OS_ENTREGUES_DIA,17,"[4643, 'LARISSA', 'Não']",2024-12-17 00:00:00,,maua,dez_24.xlsx
