os,vendedor,carne,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
977,FELIPE,Não,15,OS_ENTREGUES_DIA,02,"[977, 'FELIPE', 'Não']",2024-08-02,,suzano2,ago_24.xlsx
978,FELIPE,Não,16,OS_ENTREGUES_DIA,02,"[978, 'FELIPE', 'Não']",2024-08-02,,suzano2,ago_24.xlsx
966,FELIPE,Sim,15,OS_ENTREGUES_DIA,07,"[966, 'FELIPE', 'Sim']",2024-08-07,,suzano2,ago_24.xlsx
967,FELIPE,Sim,16,OS_ENTREGUES_DIA,07,"[967, 'FELIPE', 'Sim']",2024-08-07,,suzano2,ago_24.xlsx
971,FELIPE,Não,15,OS_ENTREGUES_DIA,08,"[971, 'FELIPE', 'Não']",2024-08-08,,suzano2,ago_24.xlsx
972,FELIPE,Sim,16,OS_ENTREGUES_DIA,08,"[972, 'FELIPE', 'Sim']",2024-08-08,,suzano2,ago_24.xlsx
973,FELIPE,Não,15,OS_ENTREGUES_DIA,09,"[973, 'FELIPE', 'Não']",2024-08-09,,suzano2,ago_24.xlsx
974,FELIPE,Não,16,OS_ENTREGUES_DIA,09,"[974, 'FELIPE', 'Não']",2024-08-09,,suzano2,ago_24.xlsx
981,FELIPE,Não,17,OS_ENTREGUES_DIA,09,"[981, 'FELIPE', 'Não']",2024-08-09,,suzano2,ago_24.xlsx
980,FELIPE,Não,15,OS_ENTREGUES_DIA,12,"[980, 'FELIPE', 'Não']",2024-08-12,,suzano2,ago_24.xlsx
979,FELIPE,Não,15,OS_ENTREGUES_DIA,13,"[979, 'FELIPE', 'Não']",2024-08-13,,suzano2,ago_24.xlsx
969,FELIPE,Sim,15,OS_ENTREGUES_DIA,16,"[969, 'FELIPE', 'Sim']",2024-08-16,,suzano2,ago_24.xlsx
983,FELIPE,Não,16,OS_ENTREGUES_DIA,16,"[983, 'FELIPE', 'Não']",2024-08-16,,suzano2,ago_24.xlsx
986,FELIPE,Não,15,OS_ENTREGUES_DIA,19,"[986, 'FELIPE', 'Não']",2024-08-19,,suzano2,ago_24.xlsx
975,FELIPE,Não,15,OS_ENTREGUES_DIA,20,"[975, 'FELIPE', 'Não']",2024-08-20,,suzano2,ago_24.xlsx
982,FELIPE,Não,15,OS_ENTREGUES_DIA,21,"[982, 'FELIPE', 'Não']",2024-08-21,,suzano2,ago_24.xlsx
955,FELIPE,Não,15,OS_ENTREGUES_DIA,27,"[955, 'FELIPE', 'Não']",2024-08-27,,suzano2,ago_24.xlsx
985,FELIPE,Não,16,OS_ENTREGUES_DIA,27,"[985, 'FELIPE', 'Não']",2024-08-27,,suzano2,ago_24.xlsx
942,FELIPE,Sim,15,OS_ENTREGUES_DIA,30,"[942, 'FELIPE', 'Sim']",2024-08-30,,suzano2,ago_24.xlsx
984,FELIPE,Não,16,OS_ENTREGUES_DIA,30,"[984, 'FELIPE', 'Não']",2024-08-30,,suzano2,ago_24.xlsx
813,WILLIAM,Não,15,OS_ENTREGUES_DIA,05,"[813, 'WILLIAM', 'Não']",2023-12-05,,suzano2,dez_23.xlsx
814,WILLIAM,Não,16,OS_ENTREGUES_DIA,05,"[814, 'WILLIAM', 'Não']",2023-12-05,,suzano2,dez_23.xlsx
818,WILLIAM,Não,15,OS_ENTREGUES_DIA,08,"[818, 'WILLIAM', 'Não']",2023-12-08,,suzano2,dez_23.xlsx
815,WILLIAM,Não,15,OS_ENTREGUES_DIA,11,"[815, 'WILLIAM', 'Não']",2023-12-11,,suzano2,dez_23.xlsx
803,WILLIAM,Não,16,OS_ENTREGUES_DIA,11,"[803, 'WILLIAM', 'Não']",2023-12-11,,suzano2,dez_23.xlsx
804,WILLIAM,Não,17,OS_ENTREGUES_DIA,11,"[804, 'WILLIAM', 'Não']",2023-12-11,,suzano2,dez_23.xlsx
808,WILLIAM,Não,15,OS_ENTREGUES_DIA,12,"[808, 'WILLIAM', 'Não']",2023-12-12,,suzano2,dez_23.xlsx
811,WILLIAM,Sim,15,OS_ENTREGUES_DIA,15,"[811, 'WILLIAM', 'Sim']",2023-12-15,,suzano2,dez_23.xlsx
812,WILLIAM,Sim,16,OS_ENTREGUES_DIA,15,"[812, 'WILLIAM', 'Sim']",2023-12-15,,suzano2,dez_23.xlsx
797,ÉRIKA,Sim,17,OS_ENTREGUES_DIA,15,"[797, 'ÉRIKA', 'Sim']",2023-12-15,,suzano2,dez_23.xlsx
819,WILLIAM,Não,18,OS_ENTREGUES_DIA,15,"[819, 'WILLIAM', 'Não']",2023-12-15,,suzano2,dez_23.xlsx
826,ÉRIKA,Não,15,OS_ENTREGUES_DIA,16,"[826, 'ÉRIKA', 'Não']",2023-12-16,,suzano2,dez_23.xlsx
825,ÉRIKA,Não,15,OS_ENTREGUES_DIA,18,"[825, 'ÉRIKA', 'Não']",2023-12-18,,suzano2,dez_23.xlsx
820,ÉRIKA,Sim,16,OS_ENTREGUES_DIA,18,"[820, 'ÉRIKA', 'Sim']",2023-12-18,,suzano2,dez_23.xlsx
809,WILLIAM,Sim,15,OS_ENTREGUES_DIA,20,"[809, 'WILLIAM', 'Sim']",2023-12-20,,suzano2,dez_23.xlsx
821,ÉRIKA,Não,16,OS_ENTREGUES_DIA,20,"[821, 'ÉRIKA', 'Não']",2023-12-20,,suzano2,dez_23.xlsx
824,ÉRIKA,Sim,15,OS_ENTREGUES_DIA,21,"[824, 'ÉRIKA', 'Sim']",2023-12-21,,suzano2,dez_23.xlsx
810,WILLIAM,Sim,15,OS_ENTREGUES_DIA,22,"[810, 'WILLIAM', 'Sim']",2023-12-22,,suzano2,dez_23.xlsx
822,ÉRIKA,Sim,15,OS_ENTREGUES_DIA,26,"[822, 'ÉRIKA', 'Sim']",2023-12-26,,suzano2,dez_23.xlsx
1019,FELIPE,Não,15,OS_ENTREGUES_DIA,02,"[1019, 'FELIPE', 'Não']",2024-12-02,,suzano2,dez_24.xlsx
1020,FELIPE,Não,16,OS_ENTREGUES_DIA,02,"[1020, 'FELIPE', 'Não']",2024-12-02,,suzano2,dez_24.xlsx
1037,FELIPE,Não,17,OS_ENTREGUES_DIA,02,"[1037, 'FELIPE', 'Não']",2024-12-02,,suzano2,dez_24.xlsx
1044,FELIPE,Não,18,OS_ENTREGUES_DIA,02,"[1044, 'FELIPE', 'Não']",2024-12-02,,suzano2,dez_24.xlsx
1028,FELIPE,SIM,15,OS_ENTREGUES_DIA,05,"[1028, 'FELIPE', 'SIM']",2024-12-05,,suzano2,dez_24.xlsx
1045,FELIPE,NÃO,16,OS_ENTREGUES_DIA,05,"[1045, 'FELIPE', 'NÃO']",2024-12-05,,suzano2,dez_24.xlsx
1046,FELIPE,Não,17,OS_ENTREGUES_DIA,05,"[1046, 'FELIPE', 'Não']",2024-12-05,,suzano2,dez_24.xlsx
1043,FELIPE,Não,18,OS_ENTREGUES_DIA,05,"[1043, 'FELIPE', 'Não']",2024-12-05,,suzano2,dez_24.xlsx
1034,FELIPE,Não,15,OS_ENTREGUES_DIA,07,"[1034, 'FELIPE', 'Não']",2024-12-07,,suzano2,dez_24.xlsx
1049,FELIPE,Sim,16,OS_ENTREGUES_DIA,07,"[1049, 'FELIPE', 'Sim']",2024-12-07,,suzano2,dez_24.xlsx
1038,FELIPE,Não,15,OS_ENTREGUES_DIA,09,"[1038, 'FELIPE', 'Não']",2024-12-09,,suzano2,dez_24.xlsx
1058,FELIPE,Não,15,OS_ENTREGUES_DIA,12,"[1058, 'FELIPE', 'Não']",2024-12-12,,suzano2,dez_24.xlsx
1029,FELIPE,Não,15,OS_ENTREGUES_DIA,10,"[1029, 'FELIPE', 'Não']",2024-12-10,,suzano2,dez_24.xlsx
1030,FELIPE,Não,16,OS_ENTREGUES_DIA,10,"[1030, 'FELIPE', 'Não']",2024-12-10,,suzano2,dez_24.xlsx
1042,FELIPE,Não,15,OS_ENTREGUES_DIA,11,"[1042, 'FELIPE', 'Não']",2024-12-11,,suzano2,dez_24.xlsx
1041,FELIPE,Sim,15,OS_ENTREGUES_DIA,13,"[1041, 'FELIPE', 'Sim']",2024-12-13,,suzano2,dez_24.xlsx
1048,FELIPE,Sim,15,OS_ENTREGUES_DIA,14,"[1048, 'FELIPE', 'Sim']",2024-12-14,,suzano2,dez_24.xlsx
1050,FELIPE,Sim,16,OS_ENTREGUES_DIA,14,"[1050, 'FELIPE', 'Sim']",2024-12-14,,suzano2,dez_24.xlsx
1032,FELIPE,Não,15,OS_ENTREGUES_DIA,16,"[1032, 'FELIPE', 'Não']",2024-12-16,,suzano2,dez_24.xlsx
1039,FELIPE,Não,15,OS_ENTREGUES_DIA,18,"[1039, 'FELIPE', 'Não']",2024-12-18,,suzano2,dez_24.xlsx
1057,FELIPE,Sim,16,OS_ENTREGUES_DIA,18,"[1057, 'FELIPE', 'Sim']",2024-12-18,,suzano2,dez_24.xlsx
1040,FELIPE,Não,15,OS_ENTREGUES_DIA,19,"[1040, 'FELIPE', 'Não']",2024-12-19,,suzano2,dez_24.xlsx
1061,FELIPE,Não,16,OS_ENTREGUES_DIA,19,"[1061, 'FELIPE', 'Não']",2024-12-19,,suzano2,dez_24.xlsx
1063,FELIPE,Não,15,OS_ENTREGUES_DIA,20,"[1063, 'FELIPE', 'Não']",2024-12-20,,suzano2,dez_24.xlsx
1059,FELIPE,Sim,16,OS_ENTREGUES_DIA,20,"[1059, 'FELIPE', 'Sim']",2024-12-20,,suzano2,dez_24.xlsx
1060,FELIPE,Sim,15,OS_ENTREGUES_DIA,21,"[1060, 'FELIPE', 'Sim']",2024-12-21,,suzano2,dez_24.xlsx
1064,FELIPE,Não,15,OS_ENTREGUES_DIA,24,"[1064, 'FELIPE', 'Não']",2024-12-24,,suzano2,dez_24.xlsx
1065,FELIPE,Não,15,OS_ENTREGUES_DIA,26,"[1065, 'FELIPE', 'Não']",2024-12-26,,suzano2,dez_24.xlsx
1067,FELIPE,Não,15,OS_ENTREGUES_DIA,27,"[1067, 'FELIPE', 'Não']",2024-12-27,,suzano2,dez_24.xlsx
1062,FELIPE,Não,15,OS_ENTREGUES_DIA,30,"[1062, 'FELIPE', 'Não']",2024-12-30,,suzano2,dez_24.xlsx
845,ERIKA,Não,15,OS_ENTREGUES_DIA,01,"[845, 'ERIKA', 'Não']",2024-02-01,,suzano2,fev_24.xlsx
828,ERIKA,Não,15,OS_ENTREGUES_DIA,02,"[828, 'ERIKA', 'Não']",2024-02-02,,suzano2,fev_24.xlsx
853,Érika,Não,15,OS_ENTREGUES_DIA,09,"[853, 'Érika', 'Não']",2024-02-09,,suzano2,fev_24.xlsx
854,Érika,Não,16,OS_ENTREGUES_DIA,09,"[854, 'Érika', 'Não']",2024-02-09,,suzano2,fev_24.xlsx
838,ERICA,Sim,15,OS_ENTREGUES_DIA,16,"[838, 'ERICA', 'Sim']",2024-02-16,,suzano2,fev_24.xlsx
846,ERIKA,Não,15,OS_ENTREGUES_DIA,17,"[846, 'ERIKA', 'Não']",2024-02-17,,suzano2,fev_24.xlsx
964,FELIPE,Sim,15,OS_ENTREGUES_DIA,06,"[964, 'FELIPE', 'Sim']",2025-02-06,SUZANO II,suzano2,fev_25.xlsx
1076,FELIPE,Não,15,OS_ENTREGUES_DIA,07,"[1076, 'FELIPE', 'Não']",2025-02-07,SUZANO II,suzano2,fev_25.xlsx
1079,FELIPE,Não,16,OS_ENTREGUES_DIA,07,"[1079, 'FELIPE', 'Não']",2025-02-07,SUZANO II,suzano2,fev_25.xlsx
1052,FELIPE,Sim,15,OS_ENTREGUES_DIA,08,"[1052, 'FELIPE', 'Sim']",2025-02-08,SUZANO II,suzano2,fev_25.xlsx
1053,FELIPE,Não,16,OS_ENTREGUES_DIA,08,"[1053, 'FELIPE', 'Não']",2025-02-08,SUZANO II,suzano2,fev_25.xlsx
1075,FELIPE,Sim,15,OS_ENTREGUES_DIA,11,"[1075, 'FELIPE', 'Sim']",2025-02-11,SUZANO II,suzano2,fev_25.xlsx
1073,FELIPE,Sim,15,OS_ENTREGUES_DIA,14,"[1073, 'FELIPE', 'Sim']",2025-02-14,SUZANO II,suzano2,fev_25.xlsx
1083,FELIPE,Não,15,OS_ENTREGUES_DIA,15,"[1083, 'FELIPE', 'Não']",2025-02-15,SUZANO II,suzano2,fev_25.xlsx
1086,FELIPE,Não,15,OS_ENTREGUES_DIA,28,"[1086, 'FELIPE', 'Não']",2025-02-28,SUZANO II,suzano2,fev_25.xlsx
834,ÉRIKA,Não,15,OS_ENTREGUES_DIA,09,"[834, 'ÉRIKA', 'Não']",2024-01-09,,suzano2,jan_24.xlsx
839,ÉRIKA,Não,15,OS_ENTREGUES_DIA,11,"[839, 'ÉRIKA', 'Não']",2024-01-11,,suzano2,jan_24.xlsx
837,ÉRIKA,Não,15,OS_ENTREGUES_DIA,13,"[837, 'ÉRIKA', 'Não']",2024-01-13,,suzano2,jan_24.xlsx
836,ÉRIKA,Não,15,OS_ENTREGUES_DIA,15,"[836, 'ÉRIKA', 'Não']",2024-01-15,,suzano2,jan_24.xlsx
806,WILLIAM,Não,15,OS_ENTREGUES_DIA,18,"[806, 'WILLIAM', 'Não']",2024-01-18,,suzano2,jan_24.xlsx
807,WILLIAM,Sim,16,OS_ENTREGUES_DIA,18,"[807, 'WILLIAM', 'Sim']",2024-01-18,,suzano2,jan_24.xlsx
805,WILLIAM,Sim,17,OS_ENTREGUES_DIA,18,"[805, 'WILLIAM', 'Sim']",2024-01-18,,suzano2,jan_24.xlsx
827,ERIKA,Não,15,OS_ENTREGUES_DIA,19,"[827, 'ERIKA', 'Não']",2024-01-19,,suzano2,jan_24.xlsx
835,ÉRIKA,Não,15,OS_ENTREGUES_DIA,24,"[835, 'ÉRIKA', 'Não']",2024-01-24,,suzano2,jan_24.xlsx
832,ÉRIKA,Sim,16,OS_ENTREGUES_DIA,24,"[832, 'ÉRIKA', 'Sim']",2024-01-24,,suzano2,jan_24.xlsx
840,ÉRIKA,Sim,15,OS_ENTREGUES_DIA,27,"[840, 'ÉRIKA', 'Sim']",2024-01-27,,suzano2,jan_24.xlsx
843,ÉRIKA,Não,15,OS_ENTREGUES_DIA,29,"[843, 'ÉRIKA', 'Não']",2024-01-29,,suzano2,jan_24.xlsx
844,ERIKA,Não,15,OS_ENTREGUES_DIA,30,"[844, 'ERIKA', 'Não']",2024-01-30,,suzano2,jan_24.xlsx
1069,FELIPE,Não,15,OS_ENTREGUES_DIA,04,"[1069, 'FELIPE', 'Não']",2025-01-04,SUZANO 2,suzano2,jan_25.xlsx
1056,FELIPE,Não,15,OS_ENTREGUES_DIA,06,"[1056, 'FELIPE', 'Não']",2025-01-06,SUZANO 2,suzano2,jan_25.xlsx
1066,FELIPE,Não,15,OS_ENTREGUES_DIA,07,"[1066, 'FELIPE', 'Não']",2025-01-07,SUZANO 2,suzano2,jan_25.xlsx
1047,FELIPE,Não,15,OS_ENTREGUES_DIA,11,"[1047, 'FELIPE', 'Não']",2025-01-11,SUZANO 2,suzano2,jan_25.xlsx
1070,FELIPE,Sim,15,OS_ENTREGUES_DIA,17,"[1070, 'FELIPE', 'Sim']",2025-01-17,SUZANO 2,suzano2,jan_25.xlsx
1071,FELIPE,Não,16,OS_ENTREGUES_DIA,17,"[1071, 'FELIPE', 'Não']",2025-01-17,SUZANO 2,suzano2,jan_25.xlsx
1069,FELIPE,Não,15,OS_ENTREGUES_DIA,22,"[1069, 'FELIPE', 'Não']",2025-01-22,SUZANO 2,suzano2,jan_25.xlsx
1072,FELIPE,Não,15,OS_ENTREGUES_DIA,27,"[1072, 'FELIPE', 'Não']",2025-01-27,SUZANO 2,suzano2,jan_25.xlsx
1051,FELIPE,Sim,15,OS_ENTREGUES_DIA,28,"[1051, 'FELIPE', 'Sim']",2025-01-28,SUZANO 2,suzano2,jan_25.xlsx
1074,FELIPE,Não,15,OS_ENTREGUES_DIA,30,"[1074, 'FELIPE', 'Não']",2025-01-30,SUZANO 2,suzano2,jan_25.xlsx
946,FELIPE,Não,15,OS_ENTREGUES_DIA,03,"[946, 'FELIPE', 'Não']",2024-07-03,,suzano2,jul_24.xlsx
947,FELIPE,Sim,16,OS_ENTREGUES_DIA,03,"[947, 'FELIPE', 'Sim']",2024-07-03,,suzano2,jul_24.xlsx
949,FELIPE,Não,17,OS_ENTREGUES_DIA,03,"[949, 'FELIPE', 'Não']",2024-07-03,,suzano2,jul_24.xlsx
961,FELIPE,Não,15,OS_ENTREGUES_DIA,06,"[961, 'FELIPE', 'Não']",2024-07-06,,suzano2,jul_24.xlsx
957,FELIPE,Não,15,OS_ENTREGUES_DIA,08,"[957, 'FELIPE', 'Não']",2024-07-08,,suzano2,jul_24.xlsx
951,FELIPE,Não,15,OS_ENTREGUES_DIA,11,"[951, 'FELIPE', 'Não']",2024-07-11,,suzano2,jul_24.xlsx
956,FELIPE,Sim,15,OS_ENTREGUES_DIA,12,"[956, 'FELIPE', 'Sim']",2024-07-12,,suzano2,jul_24.xlsx
951,FELIPE,Não,15,OS_ENTREGUES_DIA,16,"[951, 'FELIPE', 'Não']",2024-07-16,,suzano2,jul_24.xlsx
953,FELIPE,Sim,15,OS_ENTREGUES_DIA,17,"[953, 'FELIPE', 'Sim']",2024-07-17,,suzano2,jul_24.xlsx
963,FELIPE,Não,15,OS_ENTREGUES_DIA,19,"[963, 'FELIPE', 'Não']",2024-07-19,,suzano2,jul_24.xlsx
968,FELIPE,Não,15,OS_ENTREGUES_DIA,23,"[968, 'FELIPE', 'Não']",2024-07-23,,suzano2,jul_24.xlsx
965,FELIPE,Não,15,OS_ENTREGUES_DIA,25,"[965, 'FELIPE', 'Não']",2024-07-25,,suzano2,jul_24.xlsx
958,FELIPE,Não,16,OS_ENTREGUES_DIA,25,"[958, 'FELIPE', 'Não']",2024-07-25,,suzano2,jul_24.xlsx
959,FELIPE,Não,17,OS_ENTREGUES_DIA,25,"[959, 'FELIPE', 'Não']",2024-07-25,,suzano2,jul_24.xlsx
952/953,FELIPE,Sim,15,OS_ENTREGUES_DIA,26,"['952/953', 'FELIPE', 'Sim']",2024-07-26,,suzano2,jul_24.xlsx
1027,FELIPE,Não,15,OS_ENTREGUES_DIA,10,"[1027, 'FELIPE', 'Não']",2025-07-10,suzano 2,suzano2,jul_25.xlsx
929,FELIPE,Não,15,OS_ENTREGUES_DIA,03,"[929, 'FELIPE', 'Não']",2024-06-03,,suzano2,jun_24.xlsx
930,FELIPE,Não,16,OS_ENTREGUES_DIA,03,"[930, 'FELIPE', 'Não']",2024-06-03,,suzano2,jun_24.xlsx
931,FELIPE,Não,15,OS_ENTREGUES_DIA,04,"[931, 'FELIPE', 'Não']",2024-06-04,,suzano2,jun_24.xlsx
935,FELIPE,Sim,15,OS_ENTREGUES_DIA,07,"[935, 'FELIPE', 'Sim']",2024-06-07,,suzano2,jun_24.xlsx
937,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,10,"[937, 'FELIPE MIRANDA', 'Não']",2024-06-10,,suzano2,jun_24.xlsx
939,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,11,"[939, 'FELIPE MIRANDA', 'Não']",2024-06-11,,suzano2,jun_24.xlsx
940,FELIPE MIRANDA,Não,16,OS_ENTREGUES_DIA,11,"[940, 'FELIPE MIRANDA', 'Não']",2024-06-11,,suzano2,jun_24.xlsx
928,FELIPE MIRANDA,Sim,17,OS_ENTREGUES_DIA,11,"[928, 'FELIPE MIRANDA', 'Sim']",2024-06-11,,suzano2,jun_24.xlsx
938,FELIPE MIRANDA,Não,18,OS_ENTREGUES_DIA,11,"[938, 'FELIPE MIRANDA', 'Não']",2024-06-11,,suzano2,jun_24.xlsx
945,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,13,"[945, 'FELIPE MIRANDA', 'Não']",2024-06-13,,suzano2,jun_24.xlsx
936,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,14,"[936, 'FELIPE MIRANDA', 'Não']",2024-06-14,,suzano2,jun_24.xlsx
932,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,20,"[932, 'FELIPE MIRANDA', 'Não']",2024-06-20,,suzano2,jun_24.xlsx
944,FELIPE MIRANDA,Não,16,OS_ENTREGUES_DIA,20,"[944, 'FELIPE MIRANDA', 'Não']",2024-06-20,,suzano2,jun_24.xlsx
948,FELIPE MIRANDA,Não,17,OS_ENTREGUES_DIA,20,"[948, 'FELIPE MIRANDA', 'Não']",2024-06-20,,suzano2,jun_24.xlsx
941,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,21,"[941, 'FELIPE MIRANDA', 'Não']",2024-06-21,,suzano2,jun_24.xlsx
950,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,27,"[950, 'FELIPE MIRANDA', 'Não']",2024-06-27,,suzano2,jun_24.xlsx
899,WEVILLY,Não,15,OS_ENTREGUES_DIA,29,"[899, 'WEVILLY', 'Não']",2024-06-29,,suzano2,jun_24.xlsx
1099,FELIPE,Não,15,OS_ENTREGUES_DIA,09,"[1099, 'FELIPE', 'Não']",2025-06-09,suzano 2,suzano2,jun_25.xlsx
1027,FELIPE,Não,15,OS_ENTREGUES_DIA,10,"[1027, 'FELIPE', 'Não']",2025-06-10,suzano 2,suzano2,jun_25.xlsx
890,FELIPE,Não,15,OS_ENTREGUES_DIA,02,"[890, 'FELIPE', 'Não']",2024-05-02,,suzano2,mai_24.xlsx
917,FELIPE,Não,16,OS_ENTREGUES_DIA,02,"[917, 'FELIPE', 'Não']",2024-05-02,,suzano2,mai_24.xlsx
906,FELIPE,Sim,15,OS_ENTREGUES_DIA,04,"[906, 'FELIPE', 'Sim']",2024-05-04,,suzano2,mai_24.xlsx
919,FELIPE,Não,15,OS_ENTREGUES_DIA,06,"[919, 'FELIPE', 'Não']",2024-05-06,,suzano2,mai_24.xlsx
894,WEVILLY,Não,15,OS_ENTREGUES_DIA,07,"[894, 'WEVILLY', 'Não']",2024-05-07,,suzano2,mai_24.xlsx
914,FELIPE,Não,15,OS_ENTREGUES_DIA,08,"[914, 'FELIPE', 'Não']",2024-05-08,,suzano2,mai_24.xlsx
896,TATY,Não,15,OS_ENTREGUES_DIA,10,"[896, 'TATY', 'Não']",2024-05-10,,suzano2,mai_24.xlsx
