os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
4630,3,800.0,35,ENTREGA_CARNE,28,"[4630, 3, 800]",2024-11-28,,maua,nov_24.xlsx
4450,2,292.0,35,ENTREGA_CARNE,1,"[4450, 2, 292]",2024-10-01,,maua,out_24.xlsx
4496,5,125.8,35,ENTREGA_CARNE,3,"[4496, 5, 125.8]",2024-10-03,,maua,out_24.xlsx
4502,5,90.0,35,ENTREGA_CARNE,4,"[4502, 5, 90]",2024-10-04,,maua,out_24.xlsx
4512,4,650.0,35,ENTREGA_CARNE,5,"[4512, 4, 650]",2024-10-05,,maua,out_24.xlsx
4527,2,220.0,35,ENTREGA_CARNE,8,"[4527, 2, 220]",2024-10-08,,maua,out_24.xlsx
4515,5,430.0,35,ENTREGA_CARNE,21,"[4515, 5, 430]",2024-10-21,,maua,out_24.xlsx
4530,8,379.0,36,ENTREGA_CARNE,21,"[4530, 8, 379]",2024-10-21,,maua,out_24.xlsx
4519,8,1096.0,35,ENTREGA_CARNE,23,"[4519, 8, 1096]",2024-10-23,,maua,out_24.xlsx
4507,7,1150.0,35,ENTREGA_CARNE,30,"[4507, 7, 1150]",2024-10-30,,maua,out_24.xlsx
4545,3,160.0,36,ENTREGA_CARNE,30,"[4545, 3, 160]",2024-10-30,,maua,out_24.xlsx
4467,5,590.0,35,ENTREGA_CARNE,1,"[4467, 5, 590]",2024-09-01,,maua,set_24.xlsx
4428,1,120.0,35,ENTREGA_CARNE,4,"[4428, 1, 120]",2024-09-04,,maua,set_24.xlsx
4423,5,110.0,35,ENTREGA_CARNE,6,"[4423, 5, 110]",2024-09-06,,maua,set_24.xlsx
4447,6,828.0,35,ENTREGA_CARNE,10,"[4447, 6, 828]",2024-09-10,,maua,set_24.xlsx
4468,3,390.0,35,ENTREGA_CARNE,17,"[4468, 3, 390]",2024-09-17,,maua,set_24.xlsx
4467,5,590.0,35,ENTREGA_CARNE,21,"[4467, 5, 590]",2024-09-21,,maua,set_24.xlsx
