os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
3104,2,249.0,35,ENTREGA_CARNE,2,"[3104, 2, 249]",2023-10-02,,rio_pequeno,out_23.xlsx
3013,3,300.0,35,ENTREGA_CARNE,7,"[3013, 3, 300]",2023-10-07,,rio_pequeno,out_23.xlsx
3075,6,600.0,35,ENTREGA_CARNE,19,"[3075, 6, 600]",2023-10-19,,rio_pequeno,out_23.xlsx
3118,5,369.0,35,ENTREGA_CARNE,27,"[3118, 5, 369]",2023-10-27,,rio_pequeno,out_23.xlsx
3731,4,400.0,35,ENTREGA_CARNE,5,"[3731, 4, 400]",2024-10-05,,rio_pequeno,out_24.xlsx
3713,2,740.0,35,ENTREGA_CARNE,12,"[3713, 2, 740]",2024-10-12,,rio_pequeno,out_24.xlsx
3733,8,973.0,35,ENTREGA_CARNE,16,"[3733, 8, 973]",2024-10-16,,rio_pequeno,out_24.xlsx
3743,4,490.0,35,ENTREGA_CARNE,22,"[3743, 4, 490]",2024-10-22,,rio_pequeno,out_24.xlsx
3750,3,349.0,35,ENTREGA_CARNE,23,"[3750, 3, 349]",2024-10-23,,rio_pequeno,out_24.xlsx
3752,4,413.0,35,ENTREGA_CARNE,30,"[3752, 4, 413]",2024-10-30,,rio_pequeno,out_24.xlsx
3030,3,199.0,35,ENTREGA_CARNE,14,"[3030, 3, 199]",2023-09-14,,rio_pequeno,set_23.xlsx
3053,2,200.0,35,ENTREGA_CARNE,21,"[3053, 2, 200]",2023-09-21,,rio_pequeno,set_23.xlsx
2892,5,489.0,35,ENTREGA_CARNE,26,"[2892, 5, 489]",2023-09-26,,rio_pequeno,set_23.xlsx
3077,3,290.0,35,ENTREGA_CARNE,28,"[3077, 3, 290]",2023-09-28,,rio_pequeno,set_23.xlsx
3076,8,1136.0,35,ENTREGA_CARNE,30,"[3076, 8, 1136]",2023-09-30,,rio_pequeno,set_23.xlsx
3103,1,128.25,36,ENTREGA_CARNE,30,"[3103, 1, 128.25]",2023-09-30,,rio_pequeno,set_23.xlsx
3098,1,230.0,37,ENTREGA_CARNE,30,"[3098, 1, 230]",2023-09-30,,rio_pequeno,set_23.xlsx
