os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
4630,3,800.0,35,ENTREGA_CARNE,28,"[4630, 3, 800]",2024-11-28,,maua,nov_24.xlsx
4450,2,292.0,35,ENTREGA_CARNE,1,"[4450, 2, 292]",2024-10-01,,maua,out_24.xlsx
4496,5,125.8,35,ENTREGA_CARNE,3,"[4496, 5, 125.8]",2024-10-03,,maua,out_24.xlsx
4502,5,90.0,35,ENTREGA_CARNE,4,"[4502, 5, 90]",2024-10-04,,maua,out_24.xlsx
4512,4,650.0,35,ENTREGA_CARNE,5,"[4512, 4, 650]",2024-10-05,,maua,out_24.xlsx
4527,2,220.0,35,ENTREGA_CARNE,8,"[4527, 2, 220]",2024-10-08,,maua,out_24.xlsx
4515,5,430.0,35,ENTREGA_CARNE,21,"[4515, 5, 430]",2024-10-21,,maua,out_24.xlsx
4530,8,379.0,36,ENTREGA_CARNE,21,"[4530, 8, 379]",2024-10-21,,maua,out_24.xlsx
4519,8,1096.0,35,ENTREGA_CARNE,23,"[4519, 8, 1096]",2024-10-23,,maua,out_24.xlsx
4507,7,1150.0,35,ENTREGA_CARNE,30,"[4507, 7, 1150]",2024-10-30,,maua,out_24.xlsx
4545,3,160.0,36,ENTREGA_CARNE,30,"[4545, 3, 160]",2024-10-30,,maua,out_24.xlsx
4467,5,590.0,35,ENTREGA_CARNE,1,"[4467, 5, 590]",2024-09-01,,maua,set_24.xlsx
4428,1,120.0,35,ENTREGA_CARNE,4,"[4428, 1, 120]",2024-09-04,,maua,set_24.xlsx
4423,5,110.0,35,ENTREGA_CARNE,6,"[4423, 5, 110]",2024-09-06,,maua,set_24.xlsx
4447,6,828.0,35,ENTREGA_CARNE,10,"[4447, 6, 828]",2024-09-10,,maua,set_24.xlsx
4468,3,390.0,35,ENTREGA_CARNE,17,"[4468, 3, 390]",2024-09-17,,maua,set_24.xlsx
4467,5,590.0,35,ENTREGA_CARNE,21,"[4467, 5, 590]",2024-09-21,,maua,set_24.xlsx
618,6,944.0,35,ENTREGA_CARNE,2,"[618, 6, 944]",2024-04-02,,perus,abr_24.xlsx
637,8,800.0,35,ENTREGA_CARNE,12,"[637, 8, 800]",2024-04-12,,perus,abr_24.xlsx
625,10,627.0,35,ENTREGA_CARNE,16,"[625, 10, 627]",2024-04-16,,perus,abr_24.xlsx
346,2,430.0,35,ENTREGA_CARNE,6,"[346, 2, 430]",2023-08-06,,perus,ago_23.xlsx
365,4,600.0,35,ENTREGA_CARNE,15,"[365, 4, 600]",2023-08-15,,perus,ago_23.xlsx
375,5,498.0,35,ENTREGA_CARNE,18,"[375, 5, 498]",2023-08-18,,perus,ago_23.xlsx
346,2,430.0,35,ENTREGA_CARNE,19,"[346, 2, 430]",2023-08-19,,perus,ago_23.xlsx
351,5,540.0,35,ENTREGA_CARNE,22,"[351, 5, 540]",2023-08-22,,perus,ago_23.xlsx
200,6,750.0,35,ENTREGA_CARNE,26,"[200, 6, 750]",2023-08-26,,perus,ago_23.xlsx
361,2,240.0,35,ENTREGA_CARNE,30,"[361, 2, 240]",2023-08-30,,perus,ago_23.xlsx
390,2,200.0,35,ENTREGA_CARNE,31,"[390, 2, 200]",2023-08-31,,perus,ago_23.xlsx
821,6,600.0,35,ENTREGA_CARNE,2,"[821, 6, 600]",2024-08-02,,perus,ago_24.xlsx
818,2,300.0,35,ENTREGA_CARNE,3,"[818, 2, 300]",2024-08-03,,perus,ago_24.xlsx
864,5,499.0,35,ENTREGA_CARNE,30,"[864, 5, 499]",2024-08-30,,perus,ago_24.xlsx
874,7,500.0,35,ENTREGA_CARNE,31,"[874, 7, 500]",2024-08-31,,perus,ago_24.xlsx
521,7,595.0,35,ENTREGA_CARNE,2,"[521, 7, 595]",2023-12-02,,perus,dez_23.xlsx
316,5,430.0,35,ENTREGA_CARNE,5,"[316, 5, 430]",2023-12-05,,perus,dez_23.xlsx
6951,6,810.0,35,ENTREGA_CARNE,16,"[6951, 6, 810]",2024-12-16,,perus,dez_24.xlsx
6964,3,270.0,35,ENTREGA_CARNE,30,"[6964, 3, 270]",2024-12-30,,perus,dez_24.xlsx
584,5,573.33,35,ENTREGA_CARNE,17,"[584, 5, 573.33]",2024-02-17,,perus,fev_24.xlsx
585,5,713.34,36,ENTREGA_CARNE,17,"[585, 5, 713.34]",2024-02-17,,perus,fev_24.xlsx
586,5,63.33,37,ENTREGA_CARNE,17,"[586, 5, 63.33]",2024-02-17,,perus,fev_24.xlsx
608,6,479.4,35,ENTREGA_CARNE,26,"[608, 6, 479.4]",2024-02-26,,perus,fev_24.xlsx
521,7,595.0,35,ENTREGA_CARNE,4,"[521, 7, 595]",2024-01-04,,perus,jan_24.xlsx
576,1,100.0,35,ENTREGA_CARNE,23,"[576, 1, 100]",2024-01-23,,perus,jan_24.xlsx
517,9,495.0,35,ENTREGA_CARNE,26,"[517, 9, 495]",2024-01-26,,perus,jan_24.xlsx
499,2,150.0,35,ENTREGA_CARNE,30,"[499, 2, 150]",2024-01-30,,perus,jan_24.xlsx
264,8,400.0,35,ENTREGA_CARNE,6,"[264, 8, 400]",2023-07-06,,perus,jul_23.xlsx
346,2,430.0,35,ENTREGA_CARNE,19,"[346, 2, 430]",2023-07-19,,perus,jul_23.xlsx
230,5,472.5,35,ENTREGA_CARNE,21,"[230, 5, 472.5]",2023-07-21,,perus,jul_23.xlsx
351,5,540.0,35,ENTREGA_CARNE,22,"[351, 5, 540]",2023-07-22,,perus,jul_23.xlsx
286,8,250.0,35,ENTREGA_CARNE,25,"[286, 8, 250]",2023-07-25,,perus,jul_23.xlsx
390,2,200.0,35,ENTREGA_CARNE,31,"[390, 2, 200]",2023-07-31,,perus,jul_23.xlsx
769,8,669.0,35,ENTREGA_CARNE,4,"[769, 8, 669]",2024-07-04,,perus,jul_24.xlsx
690,5,488.0,35,ENTREGA_CARNE,6,"[690, 5, 488]",2024-07-06,,perus,jul_24.xlsx
759,2,200.0,36,ENTREGA_CARNE,6,"[759, 2, 200]",2024-07-06,,perus,jul_24.xlsx
781,5,750.0,35,ENTREGA_CARNE,10,"[781, 5, 750]",2024-07-10,,perus,jul_24.xlsx
728,8,800.0,35,ENTREGA_CARNE,15,"[728, 8, 800]",2024-07-15,,perus,jul_24.xlsx
766,5,74.0,35,ENTREGA_CARNE,17,"[766, 5, 74]",2024-07-17,,perus,jul_24.xlsx
763,5,56.0,36,ENTREGA_CARNE,17,"[763, 5, 56]",2024-07-17,,perus,jul_24.xlsx
794,8,700.0,35,ENTREGA_CARNE,20,"[794, 8, 700]",2024-07-20,,perus,jul_24.xlsx
811,5,590.0,36,ENTREGA_CARNE,20,"[811, 5, 590]",2024-07-20,,perus,jul_24.xlsx
727,8,880.0,37,ENTREGA_CARNE,20,"[727, 8, 880]",2024-07-20,,perus,jul_24.xlsx
787,5,592.0,35,ENTREGA_CARNE,23,"[787, 5, 592]",2024-07-23,,perus,jul_24.xlsx
815,4,400.0,35,ENTREGA_CARNE,27,"[815, 4, 400]",2024-07-27,,perus,jul_24.xlsx
709,8,560.0,35,ENTREGA_CARNE,30,"[709, 8, 560]",2024-07-30,,perus,jul_24.xlsx
198,7,910.0,35,ENTREGA_CARNE,6,"[198, 7, 910]",2023-06-06,,perus,jun_23.xlsx
233,9,310.0,35,ENTREGA_CARNE,10,"[233, 9, 310]",2023-06-10,,perus,jun_23.xlsx
361,2,240.0,35,ENTREGA_CARNE,30,"[361, 2, 240]",2023-06-30,,perus,jun_23.xlsx
693,4,290.0,35,ENTREGA_CARNE,5,"[693, 4, 290]",2024-06-05,,perus,jun_24.xlsx
712,9,539.0,35,ENTREGA_CARNE,12,"[712, 9, 539]",2024-06-12,,perus,jun_24.xlsx
716,2,340.0,35,ENTREGA_CARNE,20,"[716, 2, 340]",2024-06-20,,perus,jun_24.xlsx
721,10,990.0,35,ENTREGA_CARNE,21,"[721, 10, 990]",2024-06-21,,perus,jun_24.xlsx
749,5,348.0,35,ENTREGA_CARNE,26,"[749, 5, 348]",2024-06-26,,perus,jun_24.xlsx
764,5,370.0,35,ENTREGA_CARNE,27,"[764, 5, 370]",2024-06-27,,perus,jun_24.xlsx
146,6,380.0,35,ENTREGA_CARNE,12,"[146, 6, 380]",2023-05-12,,perus,mai_23.xlsx
351,5,540.0,35,ENTREGA_CARNE,22,"[351, 5, 540]",2023-05-22,,perus,mai_23.xlsx
680,5,500.0,35,ENTREGA_CARNE,17,"[680, 5, 500]",2024-05-17,,perus,mai_24.xlsx
672,5,1000.0,36,ENTREGA_CARNE,17,"[672, 5, 1000]",2024-05-17,,perus,mai_24.xlsx
694,8,821.0,35,ENTREGA_CARNE,28,"[694, 8, 821]",2024-05-28,,perus,mai_24.xlsx
620,4,400.0,35,ENTREGA_CARNE,9,"[620, 4, 400]",2024-03-09,,perus,mar_24.xlsx
615,8,836.8,35,ENTREGA_CARNE,15,"[615, 8, 836.8]",2024-03-15,,perus,mar_24.xlsx
599,10,1198.0,35,ENTREGA_CARNE,16,"[599, 10, 1198]",2024-03-16,,perus,mar_24.xlsx
622,2,200.0,35,ENTREGA_CARNE,21,"[622, 2, 200]",2024-03-21,,perus,mar_24.xlsx
465,7,903.0,35,ENTREGA_CARNE,10,"[465, 7, 903]",2023-11-10,,perus,nov_23.xlsx
474,7,749.0,35,ENTREGA_CARNE,16,"[474, 7, 749]",2023-11-16,,perus,nov_23.xlsx
480,4,340.0,35,ENTREGA_CARNE,22,"[480, 4, 340]",2023-11-22,,perus,nov_23.xlsx
522,7,634.0,35,ENTREGA_CARNE,25,"[522, 7, 634]",2023-11-25,,perus,nov_23.xlsx
524,7,376.0,36,ENTREGA_CARNE,25,"[524, 7, 376]",2023-11-25,,perus,nov_23.xlsx
6928,5,470.0,35,ENTREGA_CARNE,1,"[6928, 5, 470]",2024-11-01,,perus,nov_24.xlsx
6865,5,494.0,35,ENTREGA_CARNE,6,"[6865, 5, 494]",2024-11-06,,perus,nov_24.xlsx
775,10,489.99,35,ENTREGA_CARNE,9,"[775, 10, 489.99]",2024-11-09,,perus,nov_24.xlsx
6912,5,290.0,35,ENTREGA_CARNE,18,"[6912, 5, 290]",2024-11-18,,perus,nov_24.xlsx
6747,2,200.0,35,ENTREGA_CARNE,25,"[6747, 2, 200]",2024-11-25,,perus,nov_24.xlsx
429,1,100.0,35,ENTREGA_CARNE,3,"[429, 1, 100]",2023-10-03,,perus,out_23.xlsx
465,7,903.0,35,ENTREGA_CARNE,6,"[465, 7, 903]",2023-10-06,,perus,out_23.xlsx
422,1,240.0,35,ENTREGA_CARNE,7,"[422, 1, 240]",2023-10-07,,perus,out_23.xlsx
435,3,360.0,35,ENTREGA_CARNE,14,"[435, 3, 360]",2023-10-14,,perus,out_23.xlsx
474,8,502.16,36,ENTREGA_CARNE,14,"[474, 8, 502.16]",2023-10-14,,perus,out_23.xlsx
432,2,249.0,35,ENTREGA_CARNE,17,"[432, 2, 249]",2023-10-17,,perus,out_23.xlsx
466,2,210.0,35,ENTREGA_CARNE,19,"[466, 2, 210]",2023-10-19,,perus,out_23.xlsx
454,4,440.0,35,ENTREGA_CARNE,23,"[454, 4, 440]",2023-10-23,,perus,out_23.xlsx
157,4,297.0,35,ENTREGA_CARNE,25,"[157, 4, 297]",2023-10-25,,perus,out_23.xlsx
471,4,430.0,35,ENTREGA_CARNE,28,"[471, 4, 430]",2023-10-28,,perus,out_23.xlsx
473,10,649.0,35,ENTREGA_CARNE,30,"[473, 10, 649]",2023-10-30,,perus,out_23.xlsx
6911,4,400.0,35,ENTREGA_CARNE,10,"[6911, 4, 400]",2024-10-10,,perus,out_24.xlsx
384,2,179.0,35,ENTREGA_CARNE,11,"[384, 2, 179]",2023-09-11,,perus,set_23.xlsx
406,3,201.99,35,ENTREGA_CARNE,15,"[406, 3, 201.99]",2023-09-15,,perus,set_23.xlsx
406,3,292.0,35,ENTREGA_CARNE,21,"[406, 3, 292]",2023-09-21,,perus,set_23.xlsx
432,2,249.0,35,ENTREGA_CARNE,23,"[432, 2, 249]",2023-09-23,,perus,set_23.xlsx
868,5,279.0,35,ENTREGA_CARNE,2,"[868, 5, 279]",2024-09-02,,perus,set_24.xlsx
878,6,300.0,35,ENTREGA_CARNE,5,"[878, 6, 300]",2024-09-05,,perus,set_24.xlsx
6827,2,250.0,35,ENTREGA_CARNE,17,"[6827, 2, 250]",2024-09-17,,perus,set_24.xlsx
6894,5,390.0,35,ENTREGA_CARNE,20,"[6894, 5, 390]",2024-09-20,,perus,set_24.xlsx
6884,7,700.0,35,ENTREGA_CARNE,26,"[6884, 7, 700]",2024-09-26,,perus,set_24.xlsx
3486,3,300.0,35,ENTREGA_CARNE,22,"[3486, 3, 300]",2024-04-22,,rio_pequeno,abr_24.xlsx
3485,6,1190.0,35,ENTREGA_CARNE,26,"[3485, 6, 1190]",2024-04-26,,rio_pequeno,abr_24.xlsx
2979,5,550.0,35,ENTREGA_CARNE,24,"[2979, 5, 550]",2023-08-24,,rio_pequeno,ago_23.xlsx
2984,5,1800.0,35,ENTREGA_CARNE,31,"[2984, 5, 1800]",2023-08-31,,rio_pequeno,ago_23.xlsx
3644,5,500.0,35,ENTREGA_CARNE,3,"[3644, 5, 500]",2024-08-03,,rio_pequeno,ago_24.xlsx
3637,5,540.0,35,ENTREGA_CARNE,9,"[3637, 5, 540]",2024-08-09,,rio_pequeno,ago_24.xlsx
3631,1,349.0,35,ENTREGA_CARNE,17,"[3631, 1, 349]",2024-08-17,,rio_pequeno,ago_24.xlsx
3179,4,399.0,35,ENTREGA_CARNE,1,"[3179, 4, 399]",2023-12-01,,rio_pequeno,dez_23.xlsx
