os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem,vendedor_uuid,vendedor_nome_normalizado,canal_captacao_uuid,canal_captacao_nome,data_processamento,arquivo_origem_processado,loja_id,loja_nome
9598,6,380,35,ENTREGA_CARNE,12,"[9598, 6, 380]",2024-08-12 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9536,6,900,35,ENTREGA_CARNE,14,"[9536, 6, 900]",2024-08-14 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9619,6,529,35,ENTREGA_CARNE,17,"[9619, 6, 529]",2024-08-17 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9569,3,300,35,ENTREGA_CARNE,19,"[9569, 3, 300]",2024-08-19 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9494,6,900,36,ENTREGA_CARNE,19,"[9494, 6, 900]",2024-08-19 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9527,5,1500,35,ENTREGA_CARNE,21,"[9527, 5, 1500]",2024-08-21 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9642,6,450,36,ENTREGA_CARNE,21,"[9642, 6, 450]",2024-08-21 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9641,6,600,35,ENTREGA_CARNE,24,"[9641, 6, 600]",2024-08-24 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9645,6,1000,35,ENTREGA_CARNE,27,"[9645, 6, 1000]",2024-08-27 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9590,5,530,35,ENTREGA_CARNE,30,"[9590, 5, 530]",2024-08-30 00:00:00,,suzano,ago_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11437,7,559.3,35,ENTREGA_CARNE,1,"[11437, 7, 559.3]",2025-08-01 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11393,6,300,36,ENTREGA_CARNE,1,"[11393, 6, 300]",2025-08-01 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11208,8,1856,35,ENTREGA_CARNE,7,"[11208, 8, 1856]",2025-08-07 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11436,6,899.4,36,ENTREGA_CARNE,7,"[11436, 6, 899.4]",2025-08-07 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11434,9,1090,35,ENTREGA_CARNE,16,"[11434, 9, 1090]",2025-08-16 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11511,6,550,36,ENTREGA_CARNE,16,"[11511, 6, 550]",2025-08-16 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11590,6,299.94,35,ENTREGA_CARNE,20,"[11590, 6, 299.94]",2025-08-20 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11443,9,"R$ 1.305,00",35,ENTREGA_CARNE,21,"[11443, 9, 'R$ 1.305,00']",21/08/2025,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11479,8,2100,35,ENTREGA_CARNE,22,"[11479, 8, 2100]",2025-08-22 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11519,4,239,36,ENTREGA_CARNE,22,"[11519, 4, 239]",2025-08-22 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11547,6,570,35,ENTREGA_CARNE,25,"[11547, 6, 570]",2025-08-25 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11095,5,254,36,ENTREGA_CARNE,25,"[11095, 5, 254]",2025-08-25 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11555,10,1340,35,ENTREGA_CARNE,26,"[11555, 10, 1340]",2025-08-26 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11605,6,760,35,ENTREGA_CARNE,28,"[11605, 6, 760]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11475,3,240,36,ENTREGA_CARNE,28,"[11475, 3, 240]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11645,3,175,37,ENTREGA_CARNE,28,"[11645, 3, 175]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8321,7,550,35,ENTREGA_CARNE,15,"[8321, 7, 550]",2023-12-15 00:00:00,,suzano,dez_23.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8008,6,280,35,ENTREGA_CARNE,18,"[8008, 6, 280]",2023-12-18 00:00:00,,suzano,dez_23.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8336,6,623,36,ENTREGA_CARNE,18,"[8336, 6, 623]",2023-12-18 00:00:00,,suzano,dez_23.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10071,6,780,35,ENTREGA_CARNE,6,"[10071, 6, 780]",2024-12-06 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10041,8,1600,35,ENTREGA_CARNE,7,"[10041, 8, 1600]",2024-12-07 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10085,6,600,35,ENTREGA_CARNE,12,"[10085, 6, 600]",2024-12-12 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10137,8,990,35,ENTREGA_CARNE,14,"[10137, 8, 990]",2024-12-14 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10058,10,2900,35,ENTREGA_CARNE,16,"[10058, 10, 2900]",2024-12-16 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10125,6,399,35,ENTREGA_CARNE,20,"[10125, 6, 399]",2024-12-20 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10181,2,300,36,ENTREGA_CARNE,20,"[10181, 2, 300]",2024-12-20 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10105,10,3500,35,ENTREGA_CARNE,24,"[10105, 10, 3500]",2024-12-24 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10023,7,1610,35,ENTREGA_CARNE,28,"[10023, 7, 1610]",2024-12-28 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10195,4,370,35,ENTREGA_CARNE,30,"[10195, 4, 370]",2024-12-30 00:00:00,,suzano,dez_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8525,5,350,35,ENTREGA_CARNE,2,"[8525, 5, 350]",2024-02-02 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8493,5,650,36,ENTREGA_CARNE,2,"[8493, 5, 650]",2024-02-02 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8551,7,98.57,35,ENTREGA_CARNE,3,"[8551, 7, 98.57]",2024-02-03 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8486,4,400,35,ENTREGA_CARNE,7,"[8486, 4, 400]",2024-02-07 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8587,6,660,36,ENTREGA_CARNE,7,"[8587, 6, 660]",2024-02-07 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8623,1,190,37,ENTREGA_CARNE,7,"[8623, 1, 190]",2024-02-07 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8660,5,278,38,ENTREGA_CARNE,7,"[8660, 5, 278]",2024-02-07 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8369,5,600,35,ENTREGA_CARNE,9,"[8369, 5, 600]",2024-02-09 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8637,5,250,35,ENTREGA_CARNE,12,"[8637, 5, 250]",2024-02-12 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8551,7,690,36,ENTREGA_CARNE,12,"[8551, 7, 690]",2024-02-12 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8617,4,300,35,ENTREGA_CARNE,15,"[8617, 4, 300]",2024-02-15 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8624,7,290,35,ENTREGA_CARNE,16,"[8624, 7, 290]",2024-02-16 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8695,7,650,35,ENTREGA_CARNE,21,"[8695, 7, 650]",2024-02-21 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8619,8,850,36,ENTREGA_CARNE,21,"[8619, 8, 850]",2024-02-21 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8759,2,79,35,ENTREGA_CARNE,23,"[8759, 2, 79]",2024-02-23 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8636,4,279,35,ENTREGA_CARNE,24,"[8636, 4, 279]",2024-02-24 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8669,6,664,36,ENTREGA_CARNE,24,"[8669, 6, 664]",2024-02-24 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8729,7,349,37,ENTREGA_CARNE,24,"[8729, 7, 349]",2024-02-24 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8703,6,660,35,ENTREGA_CARNE,28,"[8703, 6, 660]",2024-02-28 00:00:00,,suzano,fev_24.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10342,10,1588,35,ENTREGA_CARNE,4,"[10342, 10, 1588]",2025-02-04 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10398,4,499,36,ENTREGA_CARNE,4,"[10398, 4, 499]",2025-02-04 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10202,8,1250,35,ENTREGA_CARNE,5,"[10202, 8, 1250]",2025-02-05 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10456,1,100,35,ENTREGA_CARNE,6,"[10456, 1, 100]",2025-02-06 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10425,7,619,35,ENTREGA_CARNE,7,"[10425, 7, 619]",2025-02-07 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10439,5,479,35,ENTREGA_CARNE,8,"[10439, 5, 479]",2025-02-08 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10484,2,299,35,ENTREGA_CARNE,10,"[10484, 2, 299]",2025-02-10 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10492,3,271,35,ENTREGA_CARNE,11,"[10492, 3, 271]",2025-02-11 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10468,7,894.95,36,ENTREGA_CARNE,11,"[10468, 7, 894.95]",2025-02-11 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10337,8,1090,35,ENTREGA_CARNE,12,"[10337, 8, 1090]",2025-02-12 00:00:00,,suzano,fev_25.xlsx,,,,,2025-10-30 13:42:14.580893,entrega_carne_suzano_com_uuids_enriquecido_completo,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
