os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
9641,6,600,35,ENTREGA_CARNE,24,"[9641, 6, 600]",2024-08-24 00:00:00,,suzano,ago_24.xlsx
9645,6,1000,35,ENTREGA_CARNE,27,"[9645, 6, 1000]",2024-08-27 00:00:00,,suzano,ago_24.xlsx
9590,5,530,35,ENTREGA_CARNE,30,"[9590, 5, 530]",2024-08-30 00:00:00,,suzano,ago_24.xlsx
11437,7,559.3,35,ENTREGA_CARNE,01,"[11437, 7, 559.3]",2025-08-01 00:00:00,suzano 1,suzano,ago_25.xlsx
11393,6,300,36,ENTREGA_CARNE,01,"[11393, 6, 300]",2025-08-01 00:00:00,suzano 1,suzano,ago_25.xlsx
11208,8,1856,35,ENTREGA_CARNE,07,"[11208, 8, 1856]",2025-08-07 00:00:00,suzano 1,suzano,ago_25.xlsx
11436,6,899.4,36,ENTREGA_CARNE,07,"[11436, 6, 899.4]",2025-08-07 00:00:00,suzano 1,suzano,ago_25.xlsx
11434,9,1090,35,ENTREGA_CARNE,16,"[11434, 9, 1090]",2025-08-16 00:00:00,suzano 1,suzano,ago_25.xlsx
11511,6,550,36,ENTREGA_CARNE,16,"[11511, 6, 550]",2025-08-16 00:00:00,suzano 1,suzano,ago_25.xlsx
11590,6,299.94,35,ENTREGA_CARNE,20,"[11590, 6, 299.94]",2025-08-20 00:00:00,suzano 1,suzano,ago_25.xlsx
11443,9,"R$ 1.305,00",35,ENTREGA_CARNE,21,"[11443, 9, 'R$ 1.305,00']",21/08/2025,suzano 1,suzano,ago_25.xlsx
11479,8,2100,35,ENTREGA_CARNE,22,"[11479, 8, 2100]",2025-08-22 00:00:00,suzano 1,suzano,ago_25.xlsx
11519,4,239,36,ENTREGA_CARNE,22,"[11519, 4, 239]",2025-08-22 00:00:00,suzano 1,suzano,ago_25.xlsx
11547,6,570,35,ENTREGA_CARNE,25,"[11547, 6, 570]",2025-08-25 00:00:00,suzano 1,suzano,ago_25.xlsx
11095,5,254,36,ENTREGA_CARNE,25,"[11095, 5, 254]",2025-08-25 00:00:00,suzano 1,suzano,ago_25.xlsx
11555,10,1340,35,ENTREGA_CARNE,26,"[11555, 10, 1340]",2025-08-26 00:00:00,suzano 1,suzano,ago_25.xlsx
11605,6,760,35,ENTREGA_CARNE,28,"[11605, 6, 760]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx
11475,3,240,36,ENTREGA_CARNE,28,"[11475, 3, 240]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx
11645,3,175,37,ENTREGA_CARNE,28,"[11645, 3, 175]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx
8321,7,550,35,ENTREGA_CARNE,15,"[8321, 7, 550]",2023-12-15 00:00:00,,suzano,dez_23.xlsx
8008,6,280,35,ENTREGA_CARNE,18,"[8008, 6, 280]",2023-12-18 00:00:00,,suzano,dez_23.xlsx
8336,6,623,36,ENTREGA_CARNE,18,"[8336, 6, 623]",2023-12-18 00:00:00,,suzano,dez_23.xlsx
10071,6,780,35,ENTREGA_CARNE,06,"[10071, 6, 780]",2024-12-06 00:00:00,,suzano,dez_24.xlsx
10041,8,1600,35,ENTREGA_CARNE,07,"[10041, 8, 1600]",2024-12-07 00:00:00,,suzano,dez_24.xlsx
10085,6,600,35,ENTREGA_CARNE,12,"[10085, 6, 600]",2024-12-12 00:00:00,,suzano,dez_24.xlsx
10137,8,990,35,ENTREGA_CARNE,14,"[10137, 8, 990]",2024-12-14 00:00:00,,suzano,dez_24.xlsx
10058,10,2900,35,ENTREGA_CARNE,16,"[10058, 10, 2900]",2024-12-16 00:00:00,,suzano,dez_24.xlsx
10125,6,399,35,ENTREGA_CARNE,20,"[10125, 6, 399]",2024-12-20 00:00:00,,suzano,dez_24.xlsx
10181,2,300,36,ENTREGA_CARNE,20,"[10181, 2, 300]",2024-12-20 00:00:00,,suzano,dez_24.xlsx
10105,10,3500,35,ENTREGA_CARNE,24,"[10105, 10, 3500]",2024-12-24 00:00:00,,suzano,dez_24.xlsx
10023,7,1610,35,ENTREGA_CARNE,28,"[10023, 7, 1610]",2024-12-28 00:00:00,,suzano,dez_24.xlsx
10195,4,370,35,ENTREGA_CARNE,30,"[10195, 4, 370]",2024-12-30 00:00:00,,suzano,dez_24.xlsx
8525,5,350,35,ENTREGA_CARNE,02,"[8525, 5, 350]",2024-02-02 00:00:00,,suzano,fev_24.xlsx
8493,5,650,36,ENTREGA_CARNE,02,"[8493, 5, 650]",2024-02-02 00:00:00,,suzano,fev_24.xlsx
8551,7,98.57,35,ENTREGA_CARNE,03,"[8551, 7, 98.57]",2024-02-03 00:00:00,,suzano,fev_24.xlsx
8486,4,400,35,ENTREGA_CARNE,07,"[8486, 4, 400]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8587,6,660,36,ENTREGA_CARNE,07,"[8587, 6, 660]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8623,1,190,37,ENTREGA_CARNE,07,"[8623, 1, 190]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8660,5,278,38,ENTREGA_CARNE,07,"[8660, 5, 278]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8369,5,600,35,ENTREGA_CARNE,09,"[8369, 5, 600]",2024-02-09 00:00:00,,suzano,fev_24.xlsx
8637,5,250,35,ENTREGA_CARNE,12,"[8637, 5, 250]",2024-02-12 00:00:00,,suzano,fev_24.xlsx
8551,7,690,36,ENTREGA_CARNE,12,"[8551, 7, 690]",2024-02-12 00:00:00,,suzano,fev_24.xlsx
8617,4,300,35,ENTREGA_CARNE,15,"[8617, 4, 300]",2024-02-15 00:00:00,,suzano,fev_24.xlsx
8624,7,290,35,ENTREGA_CARNE,16,"[8624, 7, 290]",2024-02-16 00:00:00,,suzano,fev_24.xlsx
8695,7,650,35,ENTREGA_CARNE,21,"[8695, 7, 650]",2024-02-21 00:00:00,,suzano,fev_24.xlsx
8619,8,850,36,ENTREGA_CARNE,21,"[8619, 8, 850]",2024-02-21 00:00:00,,suzano,fev_24.xlsx
8759,2,79,35,ENTREGA_CARNE,23,"[8759, 2, 79]",2024-02-23 00:00:00,,suzano,fev_24.xlsx
8636,4,279,35,ENTREGA_CARNE,24,"[8636, 4, 279]",2024-02-24 00:00:00,,suzano,fev_24.xlsx
8669,6,664,36,ENTREGA_CARNE,24,"[8669, 6, 664]",2024-02-24 00:00:00,,suzano,fev_24.xlsx
8729,7,349,37,ENTREGA_CARNE,24,"[8729, 7, 349]",2024-02-24 00:00:00,,suzano,fev_24.xlsx
8703,6,660,35,ENTREGA_CARNE,28,"[8703, 6, 660]",2024-02-28 00:00:00,,suzano,fev_24.xlsx
10342,10,1588,35,ENTREGA_CARNE,04,"[10342, 10, 1588]",2025-02-04 00:00:00,,suzano,fev_25.xlsx
10398,4,499,36,ENTREGA_CARNE,04,"[10398, 4, 499]",2025-02-04 00:00:00,,suzano,fev_25.xlsx
10202,8,1250,35,ENTREGA_CARNE,05,"[10202, 8, 1250]",2025-02-05 00:00:00,,suzano,fev_25.xlsx
10456,1,100,35,ENTREGA_CARNE,06,"[10456, 1, 100]",2025-02-06 00:00:00,,suzano,fev_25.xlsx
10425,7,619,35,ENTREGA_CARNE,07,"[10425, 7, 619]",2025-02-07 00:00:00,,suzano,fev_25.xlsx
10439,5,479,35,ENTREGA_CARNE,08,"[10439, 5, 479]",2025-02-08 00:00:00,,suzano,fev_25.xlsx
10484,2,299,35,ENTREGA_CARNE,10,"[10484, 2, 299]",2025-02-10 00:00:00,,suzano,fev_25.xlsx
10492,3,271,35,ENTREGA_CARNE,11,"[10492, 3, 271]",2025-02-11 00:00:00,,suzano,fev_25.xlsx
10468,7,894.95,36,ENTREGA_CARNE,11,"[10468, 7, 894.95]",2025-02-11 00:00:00,,suzano,fev_25.xlsx
10337,8,1090,35,ENTREGA_CARNE,12,"[10337, 8, 1090]",2025-02-12 00:00:00,,suzano,fev_25.xlsx
10500,2,270,36,ENTREGA_CARNE,12,"[10500, 2, 270]",2025-02-12 00:00:00,,suzano,fev_25.xlsx
10442,10,1255,35,ENTREGA_CARNE,13,"[10442, 10, 1255]",2025-02-13 00:00:00,,suzano,fev_25.xlsx
10336,7,799.96,35,ENTREGA_CARNE,14,"[10336, 7, 799.96]",2025-02-14 00:00:00,,suzano,fev_25.xlsx
10513,6,300,35,ENTREGA_CARNE,15,"[10513, 6, 300]",2025-02-15 00:00:00,,suzano,fev_25.xlsx
10495,8,993,35,ENTREGA_CARNE,17,"[10495, 8, 993]",2025-02-17 00:00:00,,suzano,fev_25.xlsx
10559,6,579.99,35,ENTREGA_CARNE,22,"[10559, 6, 579.99]",2025-02-22 00:00:00,,suzano,fev_25.xlsx
8479,6,414,35,ENTREGA_CARNE,15,"[8479, 6, 414]",2024-01-15 00:00:00,,suzano,jan_24.xlsx
8401,4,200,36,ENTREGA_CARNE,15,"[8401, 4, 200]",2024-01-15 00:00:00,,suzano,jan_24.xlsx
3871,8,1100,35,ENTREGA_CARNE,19,"[3871, 8, 1100]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8471,3,300,36,ENTREGA_CARNE,19,"[8471, 3, 300]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8468,6,510,37,ENTREGA_CARNE,19,"[8468, 6, 510]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8487,4,1000,38,ENTREGA_CARNE,19,"[8487, 4, 1000]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8472,7,880,39,ENTREGA_CARNE,19,"[8472, 7, 880]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8487,6,510,35,ENTREGA_CARNE,20,"[8487, 6, 510]",2024-01-20 00:00:00,,suzano,jan_24.xlsx
8548,1,275,35,ENTREGA_CARNE,24,"[8548, 1, 275]",2024-01-24 00:00:00,,suzano,jan_24.xlsx
8516,1,294,35,ENTREGA_CARNE,26,"[8516, 1, 294]",2024-01-26 00:00:00,,suzano,jan_24.xlsx
8504,6,690,35,ENTREGA_CARNE,29,"[8504, 6, 690]",2024-01-29 00:00:00,,suzano,jan_24.xlsx
8563,5,269,35,ENTREGA_CARNE,31,"[8563, 5, 269]",2024-01-31 00:00:00,,suzano,jan_24.xlsx
8564,5,445,36,ENTREGA_CARNE,31,"[8564, 5, 445]",2024-01-31 00:00:00,,suzano,jan_24.xlsx
8571,7,550,37,ENTREGA_CARNE,31,"[8571, 7, 550]",2024-01-31 00:00:00,,suzano,jan_24.xlsx
10192,6,900,35,ENTREGA_CARNE,10,"[10192, 6, 900]",2025-01-10 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10309,5,530,35,ENTREGA_CARNE,14,"[10309, 5, 530]",2025-01-14 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10340,3,767,35,ENTREGA_CARNE,17,"[10340, 3, 767]",2025-01-17 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10210,10,1610,35,ENTREGA_CARNE,18,"[10210, 10, 1610]",2025-01-18 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10353,5,510,35,ENTREGA_CARNE,20,"[10353, 5, 510]",2025-01-20 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10374,2,449,35,ENTREGA_CARNE,21,"[10374, 2, 449]",2025-01-21 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10360,5,420,35,ENTREGA_CARNE,24,"[10360, 5, 420]",2025-01-24 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10385,7,299,35,ENTREGA_CARNE,27,"[10385, 7, 299]",2025-01-27 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10386,7,569,36,ENTREGA_CARNE,27,"[10386, 7, 569]",2025-01-27 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10433,7,349,35,ENTREGA_CARNE,29,"[10433, 7, 349]",2025-01-29 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10319,2,269.99,35,ENTREGA_CARNE,31,"[10319, 2, 269.99]",2025-01-31 00:00:00,SUZANO 1,suzano,jan_25.xlsx
9375,8,881,35,ENTREGA_CARNE,04,"[9375, 8, 881]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
9372,1,900,36,ENTREGA_CARNE,04,"[9372, 1, 900]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
9436,8,999,37,ENTREGA_CARNE,04,"[9436, 8, 999]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
9374,6,290,38,ENTREGA_CARNE,04,"[9374, 6, 290]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
9370,6,650,39,ENTREGA_CARNE,04,"[9370, 6, 650]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
9396,1,400,35,ENTREGA_CARNE,06,"[9396, 1, 400]",2024-07-06 00:00:00,,suzano,jul_24.xlsx
9289,6,549.6,36,ENTREGA_CARNE,06,"[9289, 6, 549.6]",2024-07-06 00:00:00,,suzano,jul_24.xlsx
9425,6,629,37,ENTREGA_CARNE,06,"[9425, 6, 629]",2024-07-06 00:00:00,,suzano,jul_24.xlsx
9393,8,1000,35,ENTREGA_CARNE,10,"[9393, 8, 1000]",2024-07-10 00:00:00,,suzano,jul_24.xlsx
9441,8,2850,36,ENTREGA_CARNE,10,"[9441, 8, 2850]",2024-07-10 00:00:00,,suzano,jul_24.xlsx
9452,6,400,35,ENTREGA_CARNE,11,"[9452, 6, 400]",2024-07-11 00:00:00,,suzano,jul_24.xlsx
9447,7,140,35,ENTREGA_CARNE,17,"[9447, 7, 140]",2024-07-17 00:00:00,,suzano,jul_24.xlsx
9018,5,500,36,ENTREGA_CARNE,17,"[9018, 5, 500]",2024-07-17 00:00:00,,suzano,jul_24.xlsx
9538,2,268,35,ENTREGA_CARNE,25,"[9538, 2, 268]",2024-07-25 00:00:00,,suzano,jul_24.xlsx
9472,5,350,35,ENTREGA_CARNE,27,"[9472, 5, 350]",2024-07-27 00:00:00,,suzano,jul_24.xlsx
9516,6,390,35,ENTREGA_CARNE,29,"[9516, 6, 390]",2024-07-29 00:00:00,,suzano,jul_24.xlsx
11167,3,68,35,ENTREGA_CARNE,02,"[11167, 3, 68]",2025-07-02 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11245,7,559,36,ENTREGA_CARNE,02,"[11245, 7, 559]",2025-07-02 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11256,8,795,35,ENTREGA_CARNE,03,"[11256, 8, 795]",2025-07-03 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11254,8,1211,36,ENTREGA_CARNE,03,"[11254, 8, 1211]",2025-07-03 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11251,6,690,35,ENTREGA_CARNE,11,"[11251, 6, 690]",2025-07-11 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11309,8,549,35,ENTREGA_CARNE,14,"[11309, 8, 549]",2025-07-14 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11287,,240,35,ENTREGA_CARNE,18,"[11287, '', 240]",2025-07-18 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11373,10,599,35,ENTREGA_CARNE,19,"[11373, 10, 599]",2025-07-19 00:00:00,suzano 1,suzano,jul_25-NOTE-JR.xlsx
11167,3,68,35,ENTREGA_CARNE,02,"[11167, 3, 68]",2025-07-02 00:00:00,suzano 1,suzano,jul_25.xlsx
11245,7,559,36,ENTREGA_CARNE,02,"[11245, 7, 559]",2025-07-02 00:00:00,suzano 1,suzano,jul_25.xlsx
11256,8,795,35,ENTREGA_CARNE,03,"[11256, 8, 795]",2025-07-03 00:00:00,suzano 1,suzano,jul_25.xlsx
11254,8,1211,36,ENTREGA_CARNE,03,"[11254, 8, 1211]",2025-07-03 00:00:00,suzano 1,suzano,jul_25.xlsx
11251,6,690,35,ENTREGA_CARNE,11,"[11251, 6, 690]",2025-07-11 00:00:00,suzano 1,suzano,jul_25.xlsx
11309,8,549,35,ENTREGA_CARNE,14,"[11309, 8, 549]",2025-07-14 00:00:00,suzano 1,suzano,jul_25.xlsx
11287,,240,35,ENTREGA_CARNE,18,"[11287, '', 240]",2025-07-18 00:00:00,suzano 1,suzano,jul_25.xlsx
11311,6,590,35,ENTREGA_CARNE,21,"[11311, 6, 590]",2025-07-21 00:00:00,suzano 1,suzano,jul_25.xlsx
11396,,179,35,ENTREGA_CARNE,25,"[11396, '', 179]",2025-07-25 00:00:00,suzano 1,suzano,jul_25.xlsx
11407,7,1360,35,ENTREGA_CARNE,31,"[11407, 7, 1360]",2025-07-31 00:00:00,suzano 1,suzano,jul_25.xlsx
8943,9,1800,35,ENTREGA_CARNE,04,"[8943, 9, 1800]",2024-06-04 00:00:00,,suzano,jun_24.xlsx
9012,8,1800,35,ENTREGA_CARNE,06,"[9012, 8, 1800]",2024-06-06 00:00:00,,suzano,jun_24.xlsx
8814,4,434,36,ENTREGA_CARNE,06,"[8814, 4, 434]",2024-06-06 00:00:00,,suzano,jun_24.xlsx
9092,5,530,35,ENTREGA_CARNE,07,"[9092, 5, 530]",2024-06-07 00:00:00,,suzano,jun_24.xlsx
9258,6,600,35,ENTREGA_CARNE,10,"[9258, 6, 600]",2024-06-10 00:00:00,,suzano,jun_24.xlsx
9330,6,300,35,ENTREGA_CARNE,13,"[9330, 6, 300]",2024-06-13 00:00:00,,suzano,jun_24.xlsx
9262,6,450,35,ENTREGA_CARNE,14,"[9262, 6, 450]",2024-06-14 00:00:00,,suzano,jun_24.xlsx
9308,6,1000,35,ENTREGA_CARNE,20,"[9308, 6, 1000]",2024-06-20 00:00:00,,suzano,jun_24.xlsx
9003,3,350,36,ENTREGA_CARNE,20,"[9003, 3, 350]",2024-06-20 00:00:00,,suzano,jun_24.xlsx
9307,6,700,37,ENTREGA_CARNE,20,"[9307, 6, 700]",2024-06-20 00:00:00,,suzano,jun_24.xlsx
9342,6,350,35,ENTREGA_CARNE,22,"[9342, 6, 350]",2024-06-22 00:00:00,,suzano,jun_24.xlsx
9242,4,784,35,ENTREGA_CARNE,25,"[9242, 4, 784]",2024-06-25 00:00:00,,suzano,jun_24.xlsx
9305,6,420,36,ENTREGA_CARNE,25,"[9305, 6, 420]",2024-06-25 00:00:00,,suzano,jun_24.xlsx
11101,4,230,35,ENTREGA_CARNE,03,"[11101, 4, 230]",2025-06-03 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11047,1,295,35,ENTREGA_CARNE,06,"[11047, 1, 295]",2025-06-06 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11119,7,595,35,ENTREGA_CARNE,07,"[11119, 7, 595]",2025-06-07 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11040,8,689,35,ENTREGA_CARNE,10,"[11040, 8, 689]",2025-06-10 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11003,7,710,35,ENTREGA_CARNE,12,"[11003, 7, 710]",2025-06-12 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11181,8,599,35,ENTREGA_CARNE,16,"[11181, 8, 599]",2025-06-16 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11221,1,60,35,ENTREGA_CARNE,17,"[11221, 1, 60]",2025-06-17 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11199,2,149,35,ENTREGA_CARNE,18,"[11199, 2, 149]",2025-06-18 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11141,7,1610,36,ENTREGA_CARNE,18,"[11141, 7, 1610]",2025-06-18 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11151,8,750,35,ENTREGA_CARNE,20,"[11151, 8, 750]",2025-06-20 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11207,8,1849,35,ENTREGA_CARNE,21,"[11207, 8, 1849]",2025-06-21 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
10985,7,1249,35,ENTREGA_CARNE,23,"[10985, 7, 1249]",2025-06-23 00:00:00,suzano 1,suzano,jun_25-NOTE-JR.xlsx
11101,4,230,35,ENTREGA_CARNE,03,"[11101, 4, 230]",2025-06-03 00:00:00,suzano 1,suzano,jun_25.xlsx
11047,1,295,35,ENTREGA_CARNE,06,"[11047, 1, 295]",2025-06-06 00:00:00,suzano 1,suzano,jun_25.xlsx
11119,7,595,35,ENTREGA_CARNE,07,"[11119, 7, 595]",2025-06-07 00:00:00,suzano 1,suzano,jun_25.xlsx
11040,8,689,35,ENTREGA_CARNE,10,"[11040, 8, 689]",2025-06-10 00:00:00,suzano 1,suzano,jun_25.xlsx
11003,7,710,35,ENTREGA_CARNE,12,"[11003, 7, 710]",2025-06-12 00:00:00,suzano 1,suzano,jun_25.xlsx
11181,8,599,35,ENTREGA_CARNE,16,"[11181, 8, 599]",2025-06-16 00:00:00,suzano 1,suzano,jun_25.xlsx
11221,1,60,35,ENTREGA_CARNE,17,"[11221, 1, 60]",2025-06-17 00:00:00,suzano 1,suzano,jun_25.xlsx
11199,2,149,35,ENTREGA_CARNE,18,"[11199, 2, 149]",2025-06-18 00:00:00,suzano 1,suzano,jun_25.xlsx
11141,7,1610,36,ENTREGA_CARNE,18,"[11141, 7, 1610]",2025-06-18 00:00:00,suzano 1,suzano,jun_25.xlsx
11151,8,750,35,ENTREGA_CARNE,20,"[11151, 8, 750]",2025-06-20 00:00:00,suzano 1,suzano,jun_25.xlsx
11207,8,1849,35,ENTREGA_CARNE,21,"[11207, 8, 1849]",2025-06-21 00:00:00,suzano 1,suzano,jun_25.xlsx
10985,7,1249,35,ENTREGA_CARNE,23,"[10985, 7, 1249]",2025-06-23 00:00:00,suzano 1,suzano,jun_25.xlsx
9054,3,400,35,ENTREGA_CARNE,03,"[9054, 3, 400]",2024-05-03 00:00:00,,suzano,mai_24.xlsx
9057,5,550,36,ENTREGA_CARNE,03,"[9057, 5, 550]",2024-05-03 00:00:00,,suzano,mai_24.xlsx
8999,7,420,37,ENTREGA_CARNE,03,"[8999, 7, 420]",2024-05-03 00:00:00,,suzano,mai_24.xlsx
9072,6,1009.98,35,ENTREGA_CARNE,04,"[9072, 6, 1009.98]",2024-05-04 00:00:00,,suzano,mai_24.xlsx
9093,6,350,35,ENTREGA_CARNE,06,"[9093, 6, 350]",2024-05-06 00:00:00,,suzano,mai_24.xlsx
9102,5,300,35,ENTREGA_CARNE,07,"[9102, 5, 300]",2024-05-07 00:00:00,,suzano,mai_24.xlsx
9094,1,398,35,ENTREGA_CARNE,10,"[9094, 1, 398]",2024-05-10 00:00:00,,suzano,mai_24.xlsx
9068,7,875,35,ENTREGA_CARNE,14,"[9068, 7, 875]",2024-05-14 00:00:00,,suzano,mai_24.xlsx
9116,8,1288,35,ENTREGA_CARNE,15,"[9116, 8, 1288]",2024-05-15 00:00:00,,suzano,mai_24.xlsx
9150,5,650,35,ENTREGA_CARNE,16,"[9150, 5, 650]",2024-05-16 00:00:00,,suzano,mai_24.xlsx
