os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem,vendedor_uuid,vendedor_nome_normalizado,canal_captacao_uuid,canal_captacao_nome,data_processamento,arquivo_origem_processado,loja_id,loja_nome
3811,4,700.0,35,ENTREGA_CARNE,2,"[3811, 4, 700]",2023-12-02,,maua,dez_23.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3867,1,100.0,35,ENTREGA_CARNE,7,"[3867, 1, 100]",2023-12-07,,maua,dez_23.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3926,2,75.0,35,ENTREGA_CARNE,19,"[3926, 2, 75]",2023-12-19,,maua,dez_23.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3963,1,500.0,35,ENTREGA_CARNE,30,"[3963, 1, 500]",2023-12-30,,maua,dez_23.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3972,2,250.0,36,ENTREGA_CARNE,30,"[3972, 2, 250]",2023-12-30,,maua,dez_23.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4629,6,1850.0,35,ENTREGA_CARNE,6,"[4629, 6, 1850]",2024-12-06,,maua,dez_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4641,7,950.0,35,ENTREGA_CARNE,7,"[4641, 7, 950]",2024-12-07,,maua,dez_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4640,6,600.0,35,ENTREGA_CARNE,9,"[4640, 6, 600]",2024-12-09,,maua,dez_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4651,2,472.0,35,ENTREGA_CARNE,11,"[4651, 2, 472]",2024-12-11,,maua,dez_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4600,5,599.0,35,ENTREGA_CARNE,24,"[4600, 5, 599]",2024-12-24,,maua,dez_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4694,1,168.0,36,ENTREGA_CARNE,24,"[4694, 1, 168]",2024-12-24,,maua,dez_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3991,5,750.0,35,ENTREGA_CARNE,8,"[3991, 5, 750]",2024-02-08,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4002,5,490.0,35,ENTREGA_CARNE,9,"[4002, 5, 490]",2024-02-09,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4031-4032,6,1080.0,35,ENTREGA_CARNE,10,"['4031-4032', 6, 1080]",2024-02-10,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4014,7,2340.0,35,ENTREGA_CARNE,15,"[4014, 7, 2340]",2024-02-15,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4038,4,650.0,35,ENTREGA_CARNE,21,"[4038, 4, 650]",2024-02-21,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4033,6,1884.0,35,ENTREGA_CARNE,22,"[4033, 6, 1884]",2024-02-22,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4057,6,1100.0,35,ENTREGA_CARNE,26,"[4057, 6, 1100]",2024-02-26,,maua,fev_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4719,5,680.0,35,ENTREGA_CARNE,1,"[4719, 5, 680]",2025-02-01,,maua,fev_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4741,5,750.0,35,ENTREGA_CARNE,15,"[4741, 5, 750]",2025-02-15,,maua,fev_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4158,5,670.0,35,ENTREGA_CARNE,17,"[4158, 5, 670]",2025-02-17,,maua,fev_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4764,5,680.0,35,ENTREGA_CARNE,28,"[4764, 5, 680]",2025-02-28,,maua,fev_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3971,4,720.0,35,ENTREGA_CARNE,11,"[3971, 4, 720]",2024-01-11,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3968,5,580.0,36,ENTREGA_CARNE,11,"[3968, 5, 580]",2024-01-11,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3983,1,220.0,35,ENTREGA_CARNE,13,"[3983, 1, 220]",2024-01-13,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3984,1,220.0,36,ENTREGA_CARNE,13,"[3984, 1, 220]",2024-01-13,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3977,3,350.0,37,ENTREGA_CARNE,13,"[3977, 3, 350]",2024-01-13,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3935,1,125.0,38,ENTREGA_CARNE,13,"[3935, 1, 125]",2024-01-13,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3969,5,350.0,35,ENTREGA_CARNE,20,"[3969, 5, 350]",2024-01-20,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3970,5,350.0,36,ENTREGA_CARNE,20,"[3970, 5, 350]",2024-01-20,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4021,3,300.0,35,ENTREGA_CARNE,26,"[4021, 3, 300]",2024-01-26,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
3999,5,790.0,35,ENTREGA_CARNE,27,"[3999, 5, 790]",2024-01-27,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4004,4,253.0,35,ENTREGA_CARNE,30,"[4004, 4, 253]",2024-01-30,,maua,jan_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4685,5,249.99,35,ENTREGA_CARNE,3,"[4685, 5, 249.99]",2025-01-03,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4628,6,1105.7,35,ENTREGA_CARNE,8,"[4628, 6, 1105.7]",2025-01-08,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4712,1,80.0,35,ENTREGA_CARNE,13,"[4712, 1, 80]",2025-01-13,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4697,5,1210.0,35,ENTREGA_CARNE,21,"[4697, 5, 1210]",2025-01-21,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4698,4,450.0,36,ENTREGA_CARNE,21,"[4698, 4, 450]",2025-01-21,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4710,2,340.0,37,ENTREGA_CARNE,21,"[4710, 2, 340]",2025-01-21,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4709,3,300.0,35,ENTREGA_CARNE,23,"[4709, 3, 300]",2025-01-23,MAUÁ,maua,jan_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4305,4,463.0,35,ENTREGA_CARNE,2,"[4305, 4, 463]",2024-07-02,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4241,5,749.0,35,ENTREGA_CARNE,6,"[4241, 5, 749]",2024-07-06,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4326,7,1720.0,36,ENTREGA_CARNE,6,"[4326, 7, 1720]",2024-07-06,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4335,4,540.0,35,ENTREGA_CARNE,8,"[4335, 4, 540]",2024-07-08,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4253,5,800.0,35,ENTREGA_CARNE,17,"[4253, 5, 800]",2024-07-17,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4355,4,628.0,35,ENTREGA_CARNE,25,"[4355, 4, 628]",2024-07-25,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4254,4,800.0,35,ENTREGA_CARNE,29,"[4254, 4, 800]",2024-07-29,,maua,jul_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4257,4,650.0,35,ENTREGA_CARNE,4,"[4257, 4, 650]",2024-06-04,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4262,5,650.0,35,ENTREGA_CARNE,6,"[4262, 5, 650]",2024-06-06,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4201,3,340.0,35,ENTREGA_CARNE,7,"[4201, 3, 340]",2024-06-07,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4263,2,400.0,35,ENTREGA_CARNE,8,"[4263, 2, 400]",2024-06-08,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4284,4,730.0,35,ENTREGA_CARNE,14,"[4284, 4, 730]",2024-06-14,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4288,1,100.0,35,ENTREGA_CARNE,18,"[4288, 1, 100]",2024-06-18,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4289,3,300.0,36,ENTREGA_CARNE,18,"[4289, 3, 300]",2024-06-18,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4269,5,500.0,35,ENTREGA_CARNE,22,"[4269, 5, 500]",2024-06-22,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4255,4,1050.0,35,ENTREGA_CARNE,24,"[4255, 4, 1050]",2024-06-24,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4294,5,790.0,35,ENTREGA_CARNE,26,"[4294, 5, 790]",2024-06-26,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4303,5,750.0,35,ENTREGA_CARNE,28,"[4303, 5, 750]",2024-06-28,,maua,jun_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4196,6,600.0,35,ENTREGA_CARNE,3,"[4196, 6, 600]",2024-05-03,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4197,6,600.0,36,ENTREGA_CARNE,3,"[4197, 6, 600]",2024-05-03,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4166,5,649.0,35,ENTREGA_CARNE,14,"[4166, 5, 649]",2024-05-14,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4158,5,800.0,36,ENTREGA_CARNE,14,"[4158, 5, 800]",2024-05-14,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4183,5,300.0,35,ENTREGA_CARNE,17,"[4183, 5, 300]",2024-05-17,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4184,5,300.0,36,ENTREGA_CARNE,17,"[4184, 5, 300]",2024-05-17,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4216,3,649.0,35,ENTREGA_CARNE,18,"[4216, 3, 649]",2024-05-18,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4219,5,699.0,35,ENTREGA_CARNE,20,"[4219, 5, 699]",2024-05-20,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4225,5,425.0,35,ENTREGA_CARNE,22,"[4225, 5, 425]",2024-05-22,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4226,5,425.0,36,ENTREGA_CARNE,22,"[4226, 5, 425]",2024-05-22,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
