uuid,vendedor_uuid,loja_uuid,loja_codigo,loja_nome,codigo_vendedor_sistema,ativo,data_inicio,data_fim
bfe9f165-24f0-4e41-9691-b3282d880db4,23ceeb10-0195-4eda-8dcd-934997ef5cf6,4e94f51f-3b0f-4e0f-ba73-64982b870f2c,011,Rio Pequeno,VEN11WEVI,True,2023-01-01,
cc49ac13-ae05-4f43-924a-b1bb0b11f955,c1629499-3949-4c61-a4de-3b2e1b11bc19,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42ARIA,True,2023-01-01,
8a301112-5eef-40d0-b274-06583de564c7,0b2dca92-d8e6-4c8a-88d9-48f5c6b5ad8a,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42BETH,True,2023-01-01,
927f4518-301d-4d03-bfb9-d485ebde25cd,b2d65af4-945e-4a1c-9012-d5a266cee63f,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42FELI,True,2023-01-01,
72c73dd8-9f91-407f-9beb-3f932febb5c2,8851c1bf-6259-4371-9782-b1fb4c6e59e3,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42GARA,True,2023-01-01,
e3ecafa5-6c28-4943-9b1e-71485ef5b95d,d6f8e245-292e-4d8c-9981-64609b392324,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42GUISIL,True,2023-01-01,
b2032b7b-7c47-44e5-8425-a71d14b02c17,0c7fc47d-fa3b-47f1-a7ce-e632b9bcb190,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42JOCI,True,2023-01-01,
36dac544-8290-4ed7-a8b0-1ab300fce76b,489b163e-be8e-4d9e-b361-d8cb02343f90,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42KAYL,True,2023-01-01,
8974d18f-9897-426e-9c2a-f7936a2c29d8,0cc9561e-78f8-49ca-994c-0cd30f1d8563,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42LARI,True,2023-01-01,
634d5302-da4d-44e0-b2fe-492596d35342,87133dca-e9d5-4afd-8afb-2f5a32f6ba8d,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42NAN,True,2023-01-01,
69af90d7-e49d-4e00-8311-d53645d1e7a5,8e6810b4-2f60-4ae9-ba5d-34b672be5874,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42PIX,True,2023-01-01,
807fe5a1-66f1-475a-9331-deef9dc10516,47ded0cf-daad-415f-bc27-3c98a18e218b,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42ROGE,True,2023-01-01,
562fdfbd-f436-4864-81e3-d0a1401ceb0a,c5080cad-498f-4f67-b0b8-3d2d269e1a0f,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42SAMU,True,2023-01-01,
316acbf4-e767-4a93-b281-7b50b04dfec6,23fc6335-1ebd-449b-a5c4-b27106bde6d5,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42TATI,True,2023-01-01,
d8901698-9f9f-4823-9711-3ab8fb2ed058,91463f30-2e94-4caf-a6bc-fe05751488ea,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42WILL,True,2023-01-01,
77231aaf-af15-43ff-b018-66c134d21ac2,504e7df6-f254-4bc9-9ae3-ae1cd439b00a,52f92716-d2ba-441a-ac3c-94bdfabd9722,042,Suzano,VEN42ZAIN,True,2023-01-01,
9c2a3d30-7e9c-45b8-b40e-1677c0ca3ec6,ada37f49-2aa5-4b38-970e-a1abff91786d,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10ADRANS,True,2023-01-01,
0b87628a-563d-466e-ad52-1dbbd55e119d,76ae87ec-012d-4c66-a714-be5316f31f84,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10CARCRI,True,2023-01-01,
31cdccc0-ac87-4ae6-9544-70ebe81cba17,a549cbf3-5598-48d8-b00e-4cda4fca7a9e,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10ERIC,True,2023-01-01,
0d7d82ea-bbb7-4b5e-84d8-2262671e266d,b2d65af4-945e-4a1c-9012-d5a266cee63f,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10FELI,True,2023-01-01,
72e5af82-beed-44a1-9f94-cf6e9885d08b,8851c1bf-6259-4371-9782-b1fb4c6e59e3,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10GARA,True,2023-01-01,
8eea99b7-b293-45a1-9272-d6327e4a083c,3488b57f-ee00-4b1b-9980-6ee8f0197c23,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10JULCER,True,2023-01-01,
a3c86ab6-89a7-4ea4-8533-d9d107364f68,489b163e-be8e-4d9e-b361-d8cb02343f90,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10KAYL,True,2023-01-01,
9577191b-c64a-4de5-b5fd-660f260c72bf,6b293cd6-8880-4538-b68c-04261e594947,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10MARI,True,2023-01-01,
cfb04877-8d93-46c3-b047-37a7a9340ce2,cadbbf95-6761-4fc5-a26c-977f85adc430,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10MARLOU,True,2023-01-01,
c2e7d7b0-27c8-4581-a1f2-5e3aad6f670c,87133dca-e9d5-4afd-8afb-2f5a32f6ba8d,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10NAN,True,2023-01-01,
4792a8d7-15da-4d30-ab54-f6629679c45a,47ded0cf-daad-415f-bc27-3c98a18e218b,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10ROGÉ,True,2023-01-01,
1b534cfe-4433-4ad3-b074-f52ca282e708,c5080cad-498f-4f67-b0b8-3d2d269e1a0f,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10SAMU,True,2023-01-01,
3bd0eeb2-e9d1-49ed-816d-3832bf1ecb6e,23fc6335-1ebd-449b-a5c4-b27106bde6d5,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10TATY,True,2023-01-01,
49c30f96-7d02-496b-9fa2-c504413bbd44,23ceeb10-0195-4eda-8dcd-934997ef5cf6,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10WEVI,True,2023-01-01,
fbda7534-4fe3-49fd-8a8d-8d8276625ec0,91463f30-2e94-4caf-a6bc-fe05751488ea,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10WILL,True,2023-01-01,
5f891541-88e4-4b99-a0a1-fcc7e9b089eb,504e7df6-f254-4bc9-9ae3-ae1cd439b00a,aa7a5646-f7d6-4239-831c-6602fbabb10a,010,Suzano 2,VEN10ZAIN,True,2023-01-01,
2b258d0a-b5f0-42f4-a509-d9366928fd8d,b3a5865e-22b7-4e7e-b7c7-4e8392636e66,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12////,True,2023-01-01,
67b8050b-b0c9-429e-ab71-bb95e108a11b,c1629499-3949-4c61-a4de-3b2e1b11bc19,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12ARIA,True,2023-01-01,
a7e997aa-26a9-417a-96a7-272e6600317a,6f996a13-ebee-4ae0-b709-060a405e5aaa,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12CHIDOR,True,2023-01-01,
c4059ca2-2d15-4b80-ab24-bfb4ab5c8147,8851c1bf-6259-4371-9782-b1fb4c6e59e3,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12GARA,True,2023-01-01,
49106fe7-d2cf-4621-9a0d-935a0a1653aa,9a1505b1-2abc-424c-9d19-70d3dde91b78,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12JOAN,True,2023-01-01,
22c8c25b-22eb-4745-9295-dc001c18aeb7,0cc9561e-78f8-49ca-994c-0cd30f1d8563,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12LARI,True,2023-01-01,
d2fcce59-06cd-47ba-8b43-7bf886c7374b,6b293cd6-8880-4538-b68c-04261e594947,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12MARI,True,2023-01-01,
1889ee39-d0fa-4f92-b54f-630a4054af1a,47ded0cf-daad-415f-bc27-3c98a18e218b,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12ROGE,True,2023-01-01,
8ae3a700-b262-4dff-8895-083ab4d54eff,aaaed13d-8525-496b-bb63-539d53b215a5,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12SAND,True,2023-01-01,
78686d94-1eae-455e-9ea2-7b09eb2f1208,23fc6335-1ebd-449b-a5c4-b27106bde6d5,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12TATI,True,2023-01-01,
86a45b12-a04f-48db-966a-019dcec8de2d,23ceeb10-0195-4eda-8dcd-934997ef5cf6,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12WEVE,True,2023-01-01,
5b8e4969-b18c-49cd-9663-abe511368cfb,91463f30-2e94-4caf-a6bc-fe05751488ea,1c35e0ad-3066-441e-85cc-44c0eb9b3ab4,012,São Mateus,VEN12WILL,True,2023-01-01,
